,_c0,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,Sw,PasCrs,TI,CK,CkIn,CkOut,CkStr,PasCmp,PasOff,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,ToAtt,ToSuc,ToSuc%,ToTkl,ToTkl%,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,Rec,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%,score,Desempenho
356,1062,1063,Jaouen Hadjam,FRA,DF,Nantes,Ligue 1,19,2003,3,2,191,2.1,0,0.48,0.0,0.0,0.0,0.0,32.8,0.0,0.0,0.0,43.8,54.8,80.0,722.4,274.8,21.4,24.3,88.2,18.1,22.4,80.9,3.33,6.19,53.8,0.0,0.48,6.19,0.95,0.95,4.76,54.8,44.3,10.5,1.43,0.0,0.0,1.43,9.05,0.0,0.0,0.0,0.0,43.8,0.0,0.0,1.43,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,1.9,1.43,1.43,0.48,0.95,1.43,66.7,0.48,0.95,0.48,0.48,2.86,6.19,0.95,0.0,71.0,3.81,18.1,42.9,11.4,0.95,71.0,4.76,2.38,50.0,2.38,50.0,39.0,265.7,118.1,2.38,1.9,0.48,1.9,0.95,36.7,1.43,0.0,0.0,0.0,2.38,0.95,0.0,1.43,1.9,0.0,0.0,0.0,5.24,0.95,3.33,22.2,45.720000000000006,Mediano
281,828,829,Zouhair Feddal,MAR,DF,Valladolid,La Liga,34,1989,8,4,375,4.2,0,0.24,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,37.9,47.9,79.1,810.7,342.6,10.5,11.7,89.8,19.8,22.9,86.5,6.19,11.4,54.2,0.0,0.48,1.43,0.24,0.0,1.19,47.9,44.5,3.1,2.62,0.0,1.19,0.24,0.0,0.0,0.0,0.0,0.0,37.9,0.24,0.24,0.95,0.71,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.48,0.24,0.71,0.0,0.71,0.95,75.0,0.24,2.14,2.14,0.0,1.19,2.14,6.43,0.0,59.3,11.4,38.6,20.2,0.71,0.48,59.3,0.0,0.0,0.0,0.0,0.0,29.5,141.7,66.2,0.0,0.0,0.0,0.0,0.24,35.0,0.0,0.24,0.0,0.0,0.95,0.48,0.0,0.24,0.48,0.0,0.24,0.0,4.52,1.43,1.67,46.2,45.64000000000001,Mediano
757,2370,2371,Gabriel Suazo,CHI,DF,Toulouse,Ligue 1,25,1997,3,1,111,1.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.3,79.2,92.6,1333.3,486.7,34.2,35.8,95.3,29.2,32.5,89.7,8.33,8.33,100.0,0.0,0.83,6.67,0.83,0.83,7.5,79.2,67.5,11.7,1.67,0.0,0.83,1.67,10.0,0.0,0.0,0.0,0.0,73.3,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.83,0.0,0.0,0.83,0.83,100.0,0.0,0.83,0.83,0.0,0.83,1.67,0.0,0.0,82.5,2.5,19.2,51.7,13.3,0.0,82.5,1.67,1.67,100.0,0.0,0.0,65.8,422.5,276.7,5.0,4.17,0.0,0.83,0.83,59.2,3.33,0.0,0.0,0.0,0.0,0.0,0.83,1.67,0.0,0.0,0.0,0.0,7.5,0.0,0.83,0.0,45.5,Mediano
7,29,30,Nayef Aguerd,MAR,DF,West Ham,Premier League,26,1996,6,5,515,5.7,0,0.88,0.0,0.0,0.0,0.0,8.9,0.0,0.0,0.0,30.9,39.5,78.2,633.2,283.3,10.0,10.9,91.9,16.5,19.5,84.7,4.04,8.07,50.0,0.0,0.18,1.93,0.35,0.0,1.58,39.5,37.7,1.4,1.4,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,30.9,0.35,0.35,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28,1.58,1.58,0.7,0.0,1.23,1.58,77.8,0.35,1.23,1.05,0.18,1.05,3.33,4.39,0.0,50.5,6.32,26.0,23.3,1.58,1.05,50.5,0.18,0.18,100.0,0.0,0.0,27.7,105.1,51.2,0.18,0.0,0.0,0.53,0.0,30.2,0.35,0.53,0.0,0.0,0.7,0.7,0.18,0.0,1.58,0.0,0.0,0.0,5.26,1.75,1.05,62.5,45.32,Mediano
488,1466,1467,Matteo Lovato,ITA,DF,Salernitana,Serie A,22,2000,7,4,377,4.2,0,0.24,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,36.4,42.9,85.0,679.8,253.8,13.3,14.5,91.8,19.0,21.9,87.0,3.57,5.24,68.2,0.0,0.0,1.67,0.0,0.0,1.67,42.9,41.0,1.9,1.9,0.24,0.48,0.0,0.0,0.0,0.0,0.0,0.0,36.4,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.67,1.43,0.48,0.0,1.67,2.86,58.3,1.19,1.19,0.48,0.71,1.43,3.33,3.81,0.48,52.9,5.0,28.1,23.3,2.14,0.0,52.9,0.0,0.0,0.0,0.0,0.0,30.7,113.1,69.3,0.24,0.0,0.0,0.71,0.48,33.8,0.24,0.0,0.0,0.0,0.48,0.48,0.0,0.0,1.67,0.0,0.0,0.0,4.76,2.14,1.43,60.0,45.06000000000001,Mediano
567,1703,1704,Mart�n Montoya,ESP,DF,Betis,La Liga,31,1991,3,3,183,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,56.0,75.0,611.5,229.5,23.0,24.5,93.9,13.5,16.5,81.8,2.5,9.5,26.3,0.0,1.0,2.5,1.0,0.5,3.5,56.0,45.0,11.0,2.0,0.0,1.0,3.0,9.0,0.0,0.0,0.0,0.0,42.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,2.5,2.5,1.0,0.0,3.0,3.0,100.0,0.0,1.0,0.0,1.0,1.0,4.5,2.5,0.0,65.5,4.5,22.5,33.0,10.0,0.5,65.5,0.0,0.0,0.0,0.0,0.0,33.0,103.0,51.0,0.5,0.0,0.0,1.5,0.5,40.5,2.5,0.0,0.0,0.0,0.5,1.0,0.0,3.0,2.5,0.0,0.0,0.0,4.0,1.0,0.0,100.0,45.0,Mediano
70,216,217,Timo Baumgartl,GER,DF,Union Berlin,Bundesliga,26,1996,4,4,314,3.5,0,1.14,0.57,50.0,0.0,0.0,11.5,0.0,0.0,0.0,44.9,54.9,81.8,847.7,330.6,17.7,19.1,92.5,23.4,25.4,92.1,3.71,10.0,37.1,0.0,0.57,3.43,0.86,0.57,5.43,54.9,54.3,0.57,0.57,0.0,0.57,1.43,0.0,0.0,0.0,0.0,0.0,44.9,0.0,0.29,1.43,1.14,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.57,1.43,1.43,0.57,0.57,1.14,3.71,30.8,2.57,1.71,0.57,1.14,0.29,2.86,1.14,0.0,63.4,3.14,26.3,33.4,4.0,1.43,63.4,0.0,0.0,0.0,0.0,0.0,39.7,226.3,142.3,0.86,0.86,0.0,0.86,0.0,42.6,0.29,0.29,0.0,0.0,1.14,0.57,0.0,1.43,1.43,0.0,0.0,0.0,6.57,3.43,0.86,80.0,44.84,Mediano
41,141,142,Ludwig Augustinsson,SWE,DF,Aston Villa,Premier League,28,1994,3,1,77,0.9,0,2.22,1.11,50.0,0.0,0.0,12.7,0.0,0.0,0.0,28.9,47.8,60.5,467.8,195.6,14.4,17.8,81.3,11.1,17.8,62.5,2.22,8.89,25.0,0.0,0.0,0.0,0.0,0.0,0.0,47.8,37.8,10.0,1.11,0.0,0.0,5.56,8.89,0.0,0.0,0.0,0.0,28.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,1.11,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,1.11,0.0,56.7,3.33,21.1,16.7,18.9,2.22,56.7,1.11,0.0,0.0,1.11,100.0,32.2,200.0,30.0,0.0,2.22,0.0,0.0,0.0,23.3,3.33,1.11,0.0,0.0,1.11,3.33,0.0,5.56,1.11,0.0,0.0,0.0,10.0,4.44,1.11,80.0,44.67,Mediano
405,1226,1227,Juanpe,ESP,DF,Girona,La Liga,31,1991,9,8,705,7.8,0,0.26,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0,49.4,57.6,85.7,989.1,392.9,14.2,15.6,91.0,27.6,30.0,91.9,7.05,10.0,70.5,0.0,0.13,2.82,0.0,0.0,3.08,57.6,53.6,3.46,2.69,0.0,0.51,0.13,0.13,0.0,0.0,0.0,0.0,49.4,0.51,0.38,1.28,1.15,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.51,0.26,0.64,0.0,0.51,0.9,57.1,0.38,0.13,0.13,0.0,0.64,1.54,3.59,0.13,63.5,8.85,33.3,27.8,2.56,1.41,63.5,0.13,0.13,100.0,0.0,0.0,36.8,177.6,100.5,0.51,0.13,0.0,0.0,0.26,46.5,0.26,0.38,0.0,0.0,0.77,0.13,0.0,0.13,0.51,0.0,0.13,0.0,3.33,1.41,0.64,68.8,44.39,Mediano
694,2161,2162,Th�o Sainte-Luce,FRA,DF,Montpellier,Ligue 1,24,1998,5,5,355,3.9,1,0.77,0.51,66.7,0.33,0.5,20.5,0.0,0.0,0.0,43.1,49.5,87.0,644.1,229.2,23.1,24.9,92.8,16.7,18.7,89.0,1.79,3.33,53.8,0.26,1.28,2.56,1.03,0.51,3.33,49.5,39.0,10.5,0.51,0.0,0.0,1.54,10.0,0.0,0.0,0.0,0.0,43.1,0.0,0.77,1.79,1.54,0.26,0.0,0.0,0.0,0.0,0.26,0.26,0.0,0.0,0.0,0.0,0.0,1.79,1.28,0.77,1.03,0.0,1.03,2.56,40.0,1.54,1.03,0.51,0.51,1.03,2.82,1.28,0.0,57.9,3.08,12.3,31.8,14.4,1.54,57.9,2.05,1.03,50.0,1.03,50.0,38.5,187.2,77.2,0.77,1.54,0.26,1.28,0.77,36.4,7.44,0.0,0.0,0.0,2.31,0.26,0.0,1.54,1.28,0.0,0.0,0.0,2.82,0.77,1.79,30.0,44.34,Mediano
597,1824,1825,Angelo Ogbonna,ITA,DF,West Ham,Premier League,34,1988,7,5,477,5.3,0,0.19,0.0,0.0,0.0,0.0,11.1,0.0,0.0,0.0,25.5,30.2,84.4,502.1,168.7,6.6,7.74,85.4,15.3,17.0,90.0,3.02,4.72,64.0,0.0,0.38,0.19,0.19,0.0,0.38,30.2,29.6,0.57,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5,0.0,0.0,0.57,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.38,0.94,0.19,0.0,0.38,0.57,66.7,0.19,0.38,0.0,0.38,1.32,2.45,5.28,0.0,40.0,6.42,23.4,14.9,1.7,0.75,40.0,0.0,0.0,0.0,0.0,0.0,17.9,73.4,19.8,0.0,0.0,0.0,0.0,0.57,20.0,0.19,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.38,0.0,0.0,0.0,4.53,2.08,2.64,44.0,44.010000000000005,Mediano
259,759,760,Festy Ebosele,IRL,DF,Udinese,Serie A,20,2002,5,0,45,0.5,0,4.0,2.0,50.0,0.0,0.0,17.5,0.0,0.0,0.0,42.0,56.0,75.0,746.0,474.0,18.0,22.0,81.8,22.0,28.0,78.6,2.0,4.0,50.0,0.0,0.0,8.0,8.0,2.0,16.0,56.0,50.0,6.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,42.0,0.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,4.0,6.0,0.0,88.0,4.0,18.0,36.0,36.0,6.0,88.0,10.0,4.0,40.0,4.0,40.0,50.0,352.0,234.0,12.0,8.0,0.0,8.0,4.0,50.0,10.0,2.0,0.0,0.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,100.0,44.0,Mediano
654,2039,2040,Andrea Ranocchia,ITA,DF,Monza,Serie A,34,1988,1,1,47,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,38.0,84.2,694.0,218.0,4.0,4.0,100.0,22.0,24.0,91.7,4.0,8.0,50.0,0.0,0.0,4.0,0.0,0.0,0.0,38.0,30.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,2.0,4.0,0.0,6.0,8.0,75.0,2.0,10.0,10.0,0.0,0.0,6.0,14.0,0.0,70.0,26.0,56.0,14.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,22.0,126.0,44.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,4.0,33.3,44.0,Mediano
544,1637,1638,Arial Mendy,SEN,DF,Clermont Foot,Ligue 1,28,1994,5,1,223,2.5,0,0.8,0.0,0.0,0.0,0.0,20.6,0.0,0.0,0.0,32.8,48.0,68.3,538.8,152.8,16.8,22.0,76.4,12.8,18.0,71.1,2.8,5.6,50.0,0.0,0.4,2.8,1.6,0.8,2.8,48.0,40.0,8.0,1.2,0.0,0.0,4.0,6.8,0.0,0.0,0.0,0.0,32.8,0.0,1.6,2.0,1.2,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.8,1.2,0.0,0.4,0.8,0.8,100.0,0.0,0.8,0.0,0.8,1.6,3.2,1.6,0.0,58.8,2.8,18.0,22.8,18.4,2.0,58.8,2.0,0.0,0.0,0.8,40.0,36.8,199.6,84.4,2.4,1.6,0.0,0.8,0.8,32.4,8.8,0.0,0.0,0.0,0.4,2.8,0.4,4.0,0.8,0.0,0.4,0.0,5.6,2.0,1.6,55.6,43.99999999999999,Mediano
819,2534,2535,Gonzalo Verd�,ESP,DF,Elche,La Liga,34,1988,8,6,436,4.8,1,1.04,0.42,40.0,0.2,0.5,14.6,0.21,0.0,0.0,34.4,42.1,81.7,731.3,257.9,7.29,8.54,85.4,23.3,24.6,94.9,3.54,8.13,43.6,0.0,0.0,1.04,0.0,0.0,1.25,42.1,39.8,2.29,2.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.4,0.0,0.0,0.42,0.21,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.21,0.83,0.0,0.0,0.42,1.04,40.0,0.63,1.46,1.25,0.21,1.04,1.88,4.58,0.0,52.3,9.79,32.9,17.9,1.88,1.46,52.3,0.0,0.0,0.0,0.0,0.0,28.3,133.5,50.4,0.0,0.0,0.0,0.21,0.0,32.5,0.0,0.21,0.42,0.0,1.88,0.42,0.0,0.0,0.21,0.0,0.0,0.0,3.96,2.29,1.88,55.0,43.79,Mediano
302,879,880,Timothy Fosu-Mensah,NED,DF,Leverkusen,Bundesliga,25,1998,7,1,113,1.3,0,1.54,1.54,100.0,0.0,0.0,27.1,0.0,0.0,0.0,46.9,58.5,80.3,661.5,136.2,30.8,34.6,88.9,13.8,16.9,81.8,0.77,3.08,25.0,0.0,1.54,0.77,0.77,0.0,3.85,58.5,46.2,11.5,0.77,0.0,0.77,0.77,10.8,0.0,0.0,0.0,0.0,46.9,0.77,0.77,2.31,2.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,2.31,1.54,1.54,0.0,0.77,0.77,100.0,0.0,0.77,0.0,0.77,0.0,3.08,0.77,0.0,65.4,0.77,11.5,32.3,21.5,0.0,65.4,0.77,0.0,0.0,0.77,100.0,23.8,111.5,69.2,2.31,1.54,0.0,0.77,0.77,44.6,2.31,0.77,0.0,0.0,1.54,0.77,0.77,0.77,2.31,0.0,0.0,0.0,4.62,1.54,1.54,50.0,43.74000000000001,Mediano
557,1676,1677,Juan Miranda,ESP,DF,Betis,La Liga,23,2000,5,3,272,3.0,0,0.67,0.33,50.0,0.0,0.0,19.6,0.0,0.0,0.0,36.3,52.3,69.4,554.7,239.7,20.0,23.3,85.7,10.7,14.7,72.7,3.33,9.0,37.0,0.0,1.33,3.0,1.67,0.33,4.67,52.3,43.7,8.67,1.33,0.0,0.67,3.67,7.0,0.33,0.0,0.33,0.0,36.3,0.0,2.67,2.67,2.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,1.67,1.33,1.0,0.0,1.33,1.33,100.0,0.0,1.0,0.33,0.67,1.0,3.33,1.67,0.0,60.3,2.67,12.3,28.7,19.3,3.0,60.3,0.67,0.67,100.0,0.0,0.0,28.7,92.0,50.7,1.33,1.0,0.0,1.0,1.0,37.0,6.67,0.0,0.0,0.0,1.33,0.67,0.0,3.67,1.67,0.0,0.0,0.0,4.33,0.67,0.67,50.0,43.66000000000001,Mediano
196,578,579,Marco D'Alessandro,ITA,DFFW,Monza,Serie A,31,1991,8,3,290,3.2,0,1.25,0.31,25.0,0.0,0.0,16.1,0.0,0.0,0.0,24.7,35.9,68.7,369.4,94.4,15.6,17.8,87.7,7.19,11.3,63.9,1.25,2.81,44.4,0.0,0.94,1.25,0.0,0.0,0.94,35.9,31.3,4.38,0.63,0.0,0.0,4.06,3.75,0.0,0.0,0.0,0.0,24.7,0.31,0.94,2.5,2.19,0.0,0.0,0.0,0.31,0.0,0.31,0.31,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.94,0.31,0.0,0.63,1.25,50.0,0.63,0.63,0.0,0.63,0.31,1.56,0.94,0.0,44.1,0.31,11.6,17.2,16.3,3.13,44.1,1.56,0.31,20.0,0.94,60.0,25.0,222.8,102.8,4.38,1.25,1.56,1.25,1.56,27.8,5.94,0.63,0.0,0.0,1.88,2.81,0.31,4.06,1.25,0.0,0.0,0.0,5.94,0.63,0.63,50.0,43.57,Mediano
591,1802,1803,Hugo Novoa,ESP,DFFW,RB Leipzig,Bundesliga,20,2003,7,2,184,2.0,1,1.5,1.0,66.7,0.33,0.5,13.2,0.0,0.0,0.0,38.5,54.0,71.3,532.0,137.5,24.0,26.5,90.6,11.5,16.5,69.7,1.0,3.5,28.6,0.0,1.0,0.5,0.0,0.0,2.0,54.0,43.5,10.5,1.0,0.0,0.5,5.0,9.5,0.0,0.0,0.0,0.0,38.5,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.5,1.5,2.0,2.0,3.5,57.1,1.5,2.0,0.0,2.0,0.5,4.5,0.0,0.0,67.5,0.5,10.5,29.0,29.0,5.5,67.5,5.0,2.5,50.0,2.0,40.0,35.5,230.0,62.0,2.5,0.5,1.5,0.5,3.5,43.0,10.0,0.0,0.0,0.0,3.0,1.0,2.0,5.0,1.0,0.0,0.0,0.0,2.0,1.5,2.0,42.9,43.5,Mediano
304,882,883,Raphael Framberger,GER,DFFW,Augsburg,Bundesliga,27,1995,3,2,176,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,32.0,51.6,202.0,145.5,11.0,13.5,81.5,4.5,9.5,47.4,0.0,5.0,0.0,0.0,0.5,1.0,0.5,0.0,1.5,32.0,22.0,10.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,16.5,0.0,1.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,2.0,0.0,1.5,2.5,60.0,1.0,1.0,0.5,0.5,1.0,6.0,2.5,0.0,44.0,4.0,16.0,18.5,10.5,0.0,44.0,0.5,0.0,0.0,0.5,100.0,13.0,57.0,27.0,0.0,0.0,0.0,1.5,1.5,16.0,1.5,0.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,4.0,2.5,1.0,71.4,43.5,Mediano
195,573,574,Braian Cufr�,ARG,DF,Mallorca,La Liga,26,1996,5,2,220,2.4,0,1.25,0.0,0.0,0.0,0.0,21.5,0.0,0.0,0.0,31.7,38.3,82.6,523.3,182.1,16.7,17.9,93.0,10.4,12.1,86.2,2.92,5.0,58.3,0.0,0.42,1.67,0.42,0.0,2.92,38.3,27.9,10.0,0.42,0.0,0.42,0.42,9.58,0.0,0.0,0.0,0.0,31.7,0.42,0.83,1.25,0.83,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,0.83,0.83,0.42,0.83,0.83,2.08,40.0,1.25,0.83,0.42,0.42,0.83,2.92,0.42,0.0,45.8,2.08,11.7,22.5,11.7,0.83,45.8,1.25,0.83,66.7,0.0,0.0,23.8,99.2,59.2,1.25,0.83,0.0,0.83,0.42,24.6,3.75,0.0,0.0,0.0,2.08,1.25,0.83,0.42,0.83,0.0,0.0,0.0,5.42,0.0,0.42,0.0,43.18000000000001,Mediano
572,1720,1721,Cristhian Mosquera,COL,DF,Valencia,La Liga,18,2004,3,1,145,1.6,0,1.25,0.0,0.0,0.0,0.0,9.3,0.0,0.0,0.0,33.1,40.6,81.5,517.5,196.3,18.1,20.6,87.9,12.5,14.4,87.0,2.5,5.63,44.4,0.0,0.0,0.0,0.0,0.0,0.63,40.6,28.8,11.9,0.0,0.0,0.0,0.63,11.3,0.0,0.0,0.0,0.0,33.1,0.0,0.0,0.63,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.25,1.88,0.63,0.0,2.5,3.13,80.0,0.63,0.63,0.0,0.63,0.63,3.13,3.13,0.0,50.6,6.88,28.8,16.3,5.63,1.25,50.6,0.0,0.0,0.0,0.0,0.0,23.8,112.5,38.1,0.0,0.63,0.0,1.25,0.0,23.8,0.63,0.0,0.0,0.0,0.0,0.63,0.0,0.63,1.25,0.0,0.0,0.0,5.0,1.88,1.25,60.0,43.08,Mediano
77,245,246,H�ctor Beller�n,ESP,DF,Barcelona,La Liga,27,1995,3,1,143,1.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.1,60.0,80.2,716.3,261.9,30.0,32.5,92.3,13.1,15.6,84.0,3.13,5.0,62.5,0.0,0.63,6.25,2.5,0.0,8.13,60.0,51.3,8.13,0.63,0.63,0.0,1.88,7.5,0.0,0.0,0.0,0.0,48.1,0.63,1.88,3.13,3.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,1.25,0.0,1.25,1.88,66.7,0.63,1.25,0.0,1.25,1.88,3.13,1.25,0.0,66.9,0.63,10.6,31.3,25.6,3.13,66.9,2.5,1.88,75.0,0.63,25.0,33.8,169.4,99.4,1.25,1.88,0.63,0.63,0.0,41.3,3.75,0.0,0.0,0.0,1.25,0.0,0.0,1.88,0.0,0.0,0.0,0.0,6.25,1.88,0.0,100.0,43.01,Mediano
254,739,740,Cody Drameh,ENG,DF,Leeds United,Premier League,21,2001,1,1,69,0.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,47.5,78.9,571.3,191.3,21.3,26.3,81.0,13.8,15.0,91.7,2.5,6.25,40.0,0.0,0.0,2.5,0.0,0.0,2.5,47.5,38.8,8.75,1.25,0.0,0.0,1.25,7.5,0.0,0.0,0.0,0.0,37.5,0.0,1.25,1.25,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,5.0,0.0,5.0,1.25,2.5,3.75,66.7,1.25,0.0,0.0,0.0,1.25,7.5,1.25,0.0,55.0,1.25,8.75,32.5,13.8,0.0,55.0,1.25,1.25,100.0,0.0,0.0,21.3,60.0,12.5,0.0,1.25,0.0,1.25,1.25,28.8,3.75,0.0,0.0,0.0,1.25,0.0,0.0,1.25,5.0,0.0,0.0,0.0,6.25,1.25,0.0,100.0,42.75,Mediano
644,1996,1997,Pedro Porro,ESP,DF,Tottenham,Premier League,23,1999,1,1,74,0.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,38.8,77.4,410.0,97.5,17.5,18.8,93.3,8.75,11.3,77.8,1.25,3.75,33.3,0.0,0.0,1.25,1.25,1.25,1.25,38.8,30.0,8.75,1.25,0.0,0.0,2.5,7.5,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,1.25,0.0,0.0,1.25,0.0,1.25,1.25,0.0,1.25,2.5,3.75,1.25,0.0,50.0,0.0,23.8,18.8,7.5,0.0,50.0,7.5,2.5,33.3,3.75,50.0,26.3,172.5,108.8,3.75,1.25,0.0,2.5,1.25,28.8,3.75,0.0,0.0,0.0,0.0,3.75,0.0,2.5,0.0,0.0,0.0,0.0,6.25,1.25,1.25,50.0,42.75,Mediano
206,599,600,M�rton D�rdai,GER,DF,Hertha BSC,Bundesliga,21,2002,7,1,181,2.0,0,0.5,0.0,0.0,0.0,0.0,14.5,0.0,0.0,0.0,22.0,39.5,55.7,463.0,262.5,6.0,9.5,63.2,12.0,16.5,72.7,4.0,13.5,29.6,0.0,0.0,1.0,0.0,0.0,3.5,39.5,38.0,1.5,1.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.0,2.5,3.5,6.5,0.0,54.0,6.5,34.5,19.5,0.5,0.5,54.0,0.5,0.5,100.0,0.0,0.0,23.0,132.5,82.5,0.0,0.0,0.0,1.5,0.5,21.0,0.0,0.5,0.0,0.0,0.5,1.0,0.0,0.0,0.5,0.0,0.0,0.0,6.5,2.0,2.0,50.0,42.5,Ruim
