,_c0,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,Sw,PasCrs,TI,CK,CkIn,CkOut,CkStr,PasCmp,PasOff,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,ToAtt,ToSuc,ToSuc%,ToTkl,ToTkl%,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,Rec,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%,score,Desempenho
397,1193,1194,Pontus Jansson,SWE,DF,Brentford,Premier League,31,1991,7,6,515,5.7,0,0.18,0.0,0.0,0.0,0.0,15.4,0.0,0.0,0.0,34.4,42.3,81.3,669.3,212.6,9.47,11.4,83.1,21.8,24.4,89.2,3.16,5.44,58.1,0.0,0.0,1.58,0.0,0.0,2.28,42.3,41.4,0.88,0.88,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.4,0.0,0.18,0.18,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.35,0.35,0.18,0.0,0.35,0.53,66.7,0.18,1.4,1.05,0.35,1.4,1.93,4.39,0.0,50.2,8.25,30.5,18.9,0.7,0.7,50.2,0.35,0.35,100.0,0.0,0.0,26.1,105.8,42.3,0.18,0.0,0.0,0.18,0.18,29.3,0.0,0.0,0.0,0.0,0.18,0.18,0.18,0.0,0.35,0.0,0.0,0.0,2.81,2.98,1.58,65.4,42.48,Ruim
294,858,859,Junior Firpo,ESP,DF,Leeds United,Premier League,26,1996,5,1,209,2.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.3,47.0,73.1,544.8,175.2,17.0,20.4,83.0,15.7,18.7,83.7,1.3,4.35,30.0,0.0,0.87,3.04,0.0,0.0,2.61,47.0,34.8,11.7,0.0,0.0,0.0,0.0,11.7,0.0,0.0,0.0,0.0,34.3,0.43,2.17,0.87,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.61,1.74,0.43,1.74,0.43,1.3,3.91,33.3,2.61,2.17,0.87,1.3,0.43,3.04,3.04,0.0,57.4,3.48,14.8,33.0,10.0,0.87,57.4,1.3,0.87,66.7,0.43,33.3,22.6,65.7,25.7,0.43,0.87,0.0,1.3,1.3,29.1,3.48,0.43,0.0,0.0,3.48,0.0,0.0,0.0,1.74,0.0,0.0,0.0,4.35,1.3,2.17,37.5,42.389999999999986,Ruim
664,2077,2078,Chris Richards,USA,DF,Crystal Palace,Premier League,22,2000,7,3,348,3.9,0,1.03,0.0,0.0,0.0,0.0,9.1,0.0,0.0,0.0,29.0,35.1,82.5,566.7,174.4,8.97,11.3,79.5,16.2,17.9,90.0,3.85,5.9,65.2,0.0,0.26,1.79,0.0,0.0,2.05,35.1,34.1,1.03,0.77,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.51,0.26,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.79,1.28,1.54,0.26,0.0,1.03,1.54,66.7,0.51,2.31,0.26,2.05,2.05,3.85,6.67,0.0,50.3,10.0,26.2,19.5,4.62,1.28,50.3,0.0,0.0,0.0,0.0,0.0,19.7,79.7,38.7,0.26,0.26,0.0,0.26,0.26,25.6,0.26,0.0,0.0,0.0,0.26,0.26,0.26,0.0,1.28,0.0,0.0,0.0,2.05,2.31,0.51,81.8,42.309999999999995,Ruim
399,1199,1200,Dany Jean,HAI,DF,Strasbourg,Ligue 1,20,2002,1,0,9,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,50.0,40.0,390.0,200.0,10.0,30.0,33.3,10.0,20.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,20.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,80.0,0.0,10.0,20.0,50.0,0.0,80.0,10.0,0.0,0.0,10.0,100.0,50.0,180.0,80.0,0.0,0.0,0.0,0.0,10.0,50.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,42.0,Ruim
615,1892,1893,Antonios Papadopoulos,GER,DF,Dortmund,Bundesliga,23,1999,1,0,13,0.1,0,10.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,170.0,190.0,89.5,3480.0,1230.0,50.0,50.0,100.0,100.0,120.0,83.3,20.0,20.0,100.0,0.0,0.0,10.0,0.0,0.0,10.0,190.0,190.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,210.0,0.0,80.0,120.0,10.0,10.0,210.0,0.0,0.0,0.0,0.0,0.0,140.0,970.0,560.0,10.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,0.0,100.0,42.0,Ruim
342,1001,1002,Andrew Gravillon,GLP,DF,Torino,Serie A,25,1998,1,0,11,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,100.0,90.0,1550.0,420.0,40.0,40.0,100.0,50.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,90.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,40.0,60.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,40.0,240.0,90.0,0.0,0.0,0.0,0.0,10.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,42.0,Ruim
293,856,857,Karol Fila,POL,DF,Strasbourg,Ligue 1,24,1998,2,0,47,0.5,0,2.0,0.0,0.0,0.0,0.0,20.7,0.0,0.0,0.0,66.0,82.0,80.5,928.0,262.0,30.0,34.0,88.2,32.0,38.0,84.2,0.0,2.0,0.0,0.0,0.0,10.0,2.0,0.0,8.0,82.0,78.0,4.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,92.0,2.0,6.0,38.0,50.0,10.0,92.0,0.0,0.0,0.0,0.0,0.0,72.0,474.0,382.0,8.0,2.0,4.0,2.0,0.0,64.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,42.0,Ruim
609,1870,1871,Reece Oxford,ENG,DF,Augsburg,Bundesliga,24,1998,3,1,94,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,52.0,53.8,638.0,273.0,2.0,5.0,40.0,22.0,31.0,71.0,3.0,14.0,21.4,0.0,1.0,2.0,1.0,0.0,4.0,52.0,50.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,2.0,5.0,0.0,67.0,10.0,47.0,19.0,2.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,24.0,140.0,70.0,0.0,0.0,0.0,1.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,7.0,7.0,50.0,42.0,Ruim
651,2032,2033,Adil Rami,FRA,DF,Troyes,Ligue 1,37,1985,7,5,539,6.0,0,0.67,0.33,50.0,0.0,0.0,33.4,0.0,0.0,0.0,31.5,37.2,84.8,650.5,321.3,10.3,11.2,92.5,15.3,17.3,88.5,5.17,7.67,67.4,0.0,0.17,2.17,0.17,0.17,1.5,37.2,34.2,3.0,2.5,0.0,0.5,0.5,0.33,0.0,0.0,0.0,0.0,31.5,0.0,0.17,0.83,0.67,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.17,1.0,0.33,0.17,1.33,2.33,57.1,1.0,0.33,0.17,0.17,1.5,3.0,3.33,0.17,45.7,8.0,26.7,16.7,2.67,0.5,45.7,0.17,0.0,0.0,0.0,0.0,31.2,150.3,66.7,0.17,0.5,0.0,0.5,0.0,27.0,0.17,0.17,0.0,0.0,0.83,0.67,0.17,0.5,1.17,0.0,0.0,0.0,4.33,1.67,1.33,55.6,41.800000000000004,Ruim
132,400,401,Kerim Calhanoglu,GER,DF,Schalke 04,Bundesliga,20,2002,3,0,63,0.7,0,1.43,0.0,0.0,0.0,0.0,16.7,0.0,0.0,0.0,42.9,60.0,71.4,820.0,554.3,20.0,22.9,87.5,14.3,21.4,66.7,8.57,11.4,75.0,0.0,4.29,0.0,2.86,1.43,4.29,60.0,35.7,24.3,2.86,0.0,0.0,2.86,20.0,1.43,0.0,1.43,0.0,42.9,0.0,4.29,5.71,5.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86,1.43,2.86,0.0,0.0,2.86,2.86,100.0,0.0,1.43,0.0,1.43,0.0,2.86,4.29,0.0,82.9,4.29,31.4,24.3,27.1,1.43,82.9,4.29,0.0,0.0,4.29,100.0,24.3,112.9,64.3,4.29,4.29,0.0,4.29,0.0,30.0,4.29,0.0,0.0,0.0,4.29,1.43,0.0,2.86,1.43,0.0,1.43,0.0,4.29,1.43,2.86,33.3,41.730000000000004,Ruim
661,2066,2067,Panagiotis Retsos,GRE,DF,Hellas Verona,Serie A,24,1998,2,1,122,1.4,0,0.71,0.0,0.0,0.0,0.0,16.8,0.0,0.0,0.0,31.4,40.0,78.6,557.9,229.3,14.3,16.4,87.0,14.3,17.1,83.3,2.86,5.0,57.1,0.0,0.71,2.14,0.0,0.0,1.43,40.0,30.7,8.57,2.14,0.0,0.71,0.0,6.43,0.0,0.0,0.0,0.0,31.4,0.71,0.71,0.71,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.57,2.86,1.43,1.43,0.71,2.14,2.14,100.0,0.0,2.86,0.71,2.14,1.43,5.0,2.14,0.0,54.3,5.71,22.1,27.1,5.0,0.71,54.3,0.71,0.71,100.0,0.0,0.0,25.0,177.9,89.3,1.43,0.0,0.0,0.0,0.71,23.6,0.0,0.0,0.0,0.0,2.86,1.43,0.0,0.0,2.86,0.0,0.0,0.0,5.0,2.14,2.14,50.0,41.72,Ruim
583,1762,1763,Matija Nastasi?,SRB,DF,Mallorca,La Liga,29,1993,8,6,563,6.3,0,0.32,0.16,50.0,0.0,0.0,14.8,0.0,0.0,0.0,22.1,27.5,80.3,475.1,207.5,7.3,8.73,83.6,11.0,11.4,95.8,3.81,6.98,54.5,0.0,0.0,1.9,0.32,0.0,2.7,27.5,26.0,1.27,1.11,0.0,0.32,0.0,0.16,0.0,0.0,0.0,0.0,22.1,0.16,0.32,0.48,0.32,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.63,0.63,0.16,0.16,0.0,0.32,0.0,0.32,1.11,0.32,0.79,2.22,3.17,4.44,0.16,37.0,6.51,21.1,14.6,1.27,0.63,37.0,0.0,0.0,0.0,0.0,0.0,18.7,83.0,41.6,0.48,0.32,0.0,0.16,0.0,21.1,0.16,0.16,0.0,0.0,1.11,0.0,0.16,0.0,0.63,0.0,0.0,0.0,2.06,0.79,0.63,55.6,41.459999999999994,Ruim
194,572,573,Jorge Cuenca,ESP,DF,Villarreal,La Liga,23,1999,6,4,356,4.0,0,0.5,0.0,0.0,0.0,0.0,11.4,0.0,0.0,0.0,59.5,69.3,85.9,1141.0,424.5,20.8,22.3,93.3,33.3,35.8,93.0,5.25,10.0,52.5,0.0,0.25,3.75,0.5,0.0,5.0,69.3,67.0,2.25,1.5,0.25,1.5,0.25,0.25,0.0,0.0,0.0,0.0,59.5,0.0,0.5,1.0,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,1.0,0.5,0.0,0.25,0.5,50.0,0.25,1.5,1.25,0.25,1.25,2.75,7.0,0.0,82.0,10.0,41.8,38.8,1.5,0.75,82.0,0.0,0.0,0.0,0.0,0.0,50.5,299.0,221.8,1.5,0.25,0.0,0.5,0.0,55.5,0.0,0.25,0.0,0.0,1.0,0.25,0.0,0.25,1.0,0.0,0.25,0.0,4.25,2.25,1.0,69.2,41.0,Ruim
435,1298,1299,Lukas Klostermann,GER,DF,RB Leipzig,Bundesliga,26,1996,5,3,289,3.2,0,1.25,0.31,25.0,0.0,0.0,12.8,0.0,0.0,0.0,61.3,70.9,86.3,1195.0,305.0,19.4,21.6,89.9,37.2,40.0,93.0,4.69,8.75,53.6,0.0,0.0,2.5,0.0,0.0,2.19,70.9,68.4,2.19,1.25,0.0,0.0,0.31,0.94,0.0,0.0,0.0,0.0,61.3,0.31,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.25,0.63,1.88,0.0,1.25,1.56,80.0,0.31,0.0,0.0,0.0,0.63,3.13,2.19,0.0,79.7,2.5,40.9,34.7,4.69,1.25,79.7,0.31,0.0,0.0,0.31,100.0,45.0,195.0,76.3,0.0,0.31,0.0,0.0,0.63,60.6,0.94,0.0,0.0,0.0,0.63,0.31,0.31,0.31,1.25,0.0,0.0,0.0,6.56,1.56,2.81,35.7,40.99999999999999,Ruim
535,1610,1611,Mamadou Mbaye,SEN,DF,C�diz,La Liga,24,1998,7,6,537,6.0,0,0.17,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,23.5,32.3,72.7,482.7,186.0,8.67,10.8,80.0,11.5,14.2,81.2,3.33,5.83,57.1,0.0,0.17,1.67,0.33,0.0,1.67,32.3,31.7,0.33,0.33,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,23.5,0.33,0.67,0.67,0.33,0.0,0.0,0.0,0.0,0.33,0.17,0.17,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.67,0.33,0.0,0.5,0.5,100.0,0.0,0.83,0.67,0.17,0.5,1.5,5.83,0.17,43.2,7.67,26.3,15.7,1.67,1.33,43.2,0.5,0.5,100.0,0.0,0.0,17.0,67.2,25.3,0.17,0.17,0.0,0.5,0.17,21.8,0.0,0.0,0.0,0.0,0.5,0.17,0.33,0.0,0.5,0.0,0.0,0.0,3.83,3.0,2.33,56.3,40.980000000000004,Ruim
593,1809,1810,Bram Nuytinck,NED,DF,Udinese,Serie A,32,1990,6,3,385,4.3,0,0.23,0.0,0.0,0.0,0.0,8.4,0.0,0.0,0.0,26.3,32.3,81.3,585.1,241.4,5.58,6.28,88.9,15.6,17.4,89.3,4.65,7.44,62.5,0.0,0.0,0.93,0.23,0.0,0.93,32.3,28.8,3.26,0.93,0.0,0.7,0.0,2.09,0.0,0.0,0.0,0.0,26.3,0.23,0.47,0.47,0.23,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.93,0.7,0.93,0.0,0.93,1.86,50.0,0.93,1.4,1.4,0.0,1.16,2.79,5.12,0.0,43.0,8.6,27.2,15.1,0.93,0.47,43.0,0.23,0.23,100.0,0.0,0.0,20.9,98.8,43.5,0.23,0.0,0.0,0.23,0.0,20.5,0.0,0.23,0.0,0.0,0.93,0.47,0.0,0.0,0.93,0.0,0.0,0.0,4.42,1.63,1.16,58.3,40.58,Ruim
489,1467,1468,Dejan Lovren,CRO,DF,Lyon,Ligue 1,33,1989,5,5,426,4.7,0,2.13,0.21,10.0,0.0,0.0,13.2,0.21,0.0,0.0,68.5,76.4,89.7,1408.7,459.6,24.0,25.7,93.4,34.3,36.8,93.1,10.0,13.2,75.8,0.0,0.21,7.45,0.0,0.0,6.17,76.4,74.9,1.49,1.49,0.0,0.43,0.85,0.0,0.0,0.0,0.0,0.0,68.5,0.0,0.0,1.28,0.64,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28,1.06,1.28,0.0,0.0,1.28,1.91,66.7,0.64,0.85,0.43,0.43,1.49,2.77,3.62,0.0,87.2,7.02,28.5,53.0,6.38,1.7,87.2,0.0,0.0,0.0,0.0,0.0,66.8,396.2,218.5,1.06,1.49,0.0,0.21,0.0,63.6,0.0,0.21,0.0,0.0,0.85,0.85,0.0,0.85,1.06,0.0,0.0,0.0,4.68,4.04,1.49,73.1,40.44,Ruim
773,2422,2423,Malick Thiaw,GER,DF,Milan,Serie A,21,2001,6,3,234,2.6,0,0.38,0.38,100.0,0.0,0.0,12.4,0.0,0.0,0.0,48.1,61.5,78.1,1030.4,298.8,11.9,15.4,77.5,29.2,33.8,86.4,6.92,11.2,62.1,0.0,0.38,3.08,0.38,0.0,3.85,61.5,60.8,0.77,0.0,0.0,0.38,0.0,0.77,0.0,0.0,0.0,0.0,48.1,0.0,0.38,0.38,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,2.31,1.54,0.77,0.0,0.38,0.38,100.0,0.0,1.54,1.54,0.0,0.77,3.08,4.62,0.38,72.7,8.08,40.0,31.5,1.15,0.38,72.7,0.77,0.38,50.0,0.38,50.0,38.8,153.5,75.4,0.38,0.38,0.0,0.38,0.38,43.8,0.77,0.0,0.0,0.0,0.38,0.38,0.0,0.0,2.31,0.0,0.0,0.0,4.23,5.38,1.54,77.8,40.34,Ruim
680,2127,2128,J�r�me Roussillon,FRA,DF,Union Berlin,Bundesliga,30,1993,4,2,161,1.8,0,1.11,0.56,50.0,0.0,0.0,19.3,0.0,0.0,0.0,37.8,54.4,69.4,560.0,223.9,22.2,27.2,81.6,14.4,18.9,76.5,0.56,3.89,14.3,0.0,0.0,3.33,0.56,0.56,3.33,54.4,38.3,15.6,0.56,0.0,0.0,3.89,15.0,0.0,0.0,0.0,0.0,37.8,0.56,2.78,1.11,0.56,0.0,0.0,0.0,0.56,0.0,0.56,0.0,0.0,0.0,0.0,0.56,0.0,0.56,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,3.89,0.0,65.0,1.67,13.3,25.6,26.7,0.56,65.0,2.78,0.0,0.0,1.67,60.0,31.1,190.0,70.6,1.67,2.22,0.0,1.67,0.56,35.0,5.56,0.0,0.0,0.0,1.11,1.67,0.0,3.89,0.0,0.0,0.0,0.0,5.0,0.56,2.22,20.0,40.34,Ruim
250,722,723,Giulio Donati,ITA,DF,Monza,Serie A,33,1990,4,2,212,2.4,0,0.42,0.0,0.0,0.0,0.0,33.5,0.0,0.0,0.0,57.1,67.1,85.1,1160.0,427.5,16.7,18.8,88.9,33.3,35.8,93.0,6.67,10.8,61.5,0.0,0.0,4.17,0.0,0.0,5.83,67.1,59.6,7.08,1.67,0.0,0.83,2.08,5.42,0.0,0.0,0.0,0.0,57.1,0.42,0.83,0.42,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.42,0.83,0.0,0.83,1.25,1.67,75.0,0.42,0.83,0.42,0.42,1.67,3.33,0.83,0.0,74.2,6.25,37.9,27.1,10.4,0.0,74.2,0.83,0.0,0.0,0.83,100.0,46.3,169.6,86.3,0.83,1.67,0.0,0.42,0.0,52.5,2.08,0.42,0.0,0.0,0.83,0.83,0.0,2.08,0.42,0.0,0.0,0.0,5.42,0.83,0.42,66.7,40.33,Ruim
709,2228,2229,Keven Schlotterbeck,GER,DF,Bochum,Bundesliga,25,1997,4,3,287,3.2,1,0.94,0.31,33.3,0.33,1.0,10.9,0.0,0.0,0.0,26.6,36.6,72.6,608.4,212.2,6.25,9.06,69.0,15.3,19.1,80.3,5.0,7.81,64.0,0.0,0.0,2.5,0.0,0.0,1.88,36.6,35.0,0.94,0.31,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,26.6,0.63,0.0,0.31,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,1.25,1.56,0.31,0.0,1.25,1.25,100.0,0.0,1.56,0.94,0.63,0.94,2.81,6.25,0.0,50.9,9.38,24.1,23.4,3.44,1.88,50.9,0.0,0.0,0.0,0.0,0.0,20.9,84.4,47.5,0.0,0.0,0.0,0.31,0.63,24.4,0.31,0.31,0.0,0.0,1.25,1.25,0.0,0.0,1.25,0.0,0.31,0.0,5.94,1.88,3.13,37.5,40.31,Ruim
604,1838,1839,Warmed Omari,FRA,DF,Rennes,Ligue 1,22,2000,2,2,172,1.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.9,84.7,93.2,1761.6,493.2,14.7,16.3,90.3,50.0,51.6,96.9,13.2,14.7,89.3,0.0,0.53,2.63,0.0,0.0,3.68,84.7,83.2,1.58,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.53,0.0,0.53,1.05,50.0,0.53,1.58,0.0,1.58,1.58,2.11,3.16,0.53,95.3,6.32,44.2,52.6,0.53,0.53,95.3,0.0,0.0,0.0,0.0,0.0,73.7,485.8,277.9,0.0,0.0,0.0,2.11,0.0,66.8,0.0,0.53,0.53,0.0,0.53,0.53,0.0,0.0,0.0,0.0,0.0,0.0,8.95,4.74,2.11,69.2,40.08999999999999,Ruim
618,1906,1907,Felix Passlack,GER,DF,Dortmund,Bundesliga,24,1998,2,0,49,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,56.0,75.0,918.0,382.0,14.0,18.0,77.8,20.0,22.0,90.9,8.0,14.0,57.1,0.0,2.0,2.0,2.0,2.0,8.0,56.0,48.0,8.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,42.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,60.0,0.0,12.0,34.0,16.0,2.0,60.0,2.0,2.0,100.0,0.0,0.0,34.0,98.0,68.0,2.0,2.0,0.0,2.0,0.0,36.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,8.0,2.0,2.0,50.0,40.0,Ruim
89,278,279,Ermin Bi?ak?i?,BIH,DF,Hoffenheim,Bundesliga,33,1990,2,0,59,0.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,48.6,82.4,928.6,340.0,8.57,10.0,85.7,22.9,25.7,88.9,8.57,12.9,66.7,0.0,0.0,2.86,0.0,0.0,1.43,48.6,44.3,4.29,2.86,0.0,1.43,1.43,1.43,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.0,0.0,1.43,0.0,1.43,4.29,33.3,2.86,2.86,1.43,1.43,4.29,5.71,1.43,0.0,65.7,5.71,32.9,27.1,5.71,1.43,65.7,0.0,0.0,0.0,0.0,0.0,40.0,140.0,55.7,0.0,1.43,0.0,1.43,0.0,34.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.0,0.0,0.0,0.0,4.29,2.86,1.43,66.7,39.730000000000004,Ruim
745,2340,2341,Djed Spence,ENG,DF,Rennes,Ligue 1,22,2000,1,1,83,0.9,0,1.11,0.0,0.0,0.0,0.0,11.3,0.0,0.0,0.0,35.6,43.3,82.1,547.8,93.3,17.8,21.1,84.2,15.6,20.0,77.8,1.11,1.11,100.0,0.0,0.0,1.11,0.0,0.0,2.22,43.3,32.2,11.1,1.11,0.0,0.0,1.11,10.0,0.0,0.0,0.0,0.0,35.6,0.0,0.0,2.22,1.11,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,1.11,1.11,1.11,2.22,2.22,100.0,0.0,2.22,1.11,1.11,1.11,4.44,1.11,0.0,60.0,4.44,24.4,26.7,10.0,2.22,60.0,6.67,2.22,33.3,3.33,50.0,33.3,236.7,151.1,3.33,0.0,2.22,1.11,0.0,30.0,2.22,0.0,0.0,0.0,2.22,1.11,0.0,1.11,0.0,0.0,0.0,0.0,4.44,1.11,0.0,100.0,39.53,Ruim
312,908,909,Pablo Galdames Mill�n,CHI,DF,Cremonese,Serie A,26,1996,1,0,32,0.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,65.0,69.2,640.0,172.5,32.5,42.5,76.5,10.0,12.5,80.0,2.5,7.5,33.3,0.0,0.0,2.5,0.0,0.0,7.5,65.0,62.5,2.5,0.0,0.0,0.0,7.5,2.5,0.0,0.0,0.0,0.0,45.0,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,2.5,7.5,33.3,5.0,2.5,0.0,2.5,0.0,5.0,2.5,0.0,80.0,2.5,12.5,55.0,12.5,0.0,80.0,0.0,0.0,0.0,0.0,0.0,55.0,170.0,62.5,0.0,0.0,0.0,5.0,0.0,55.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,5.0,0.0,0.0,0.0,5.0,2.5,2.5,50.0,39.5,Ruim
