,_c0,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,Sw,PasCrs,TI,CK,CkIn,CkOut,CkStr,PasCmp,PasOff,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,ToAtt,ToSuc,ToSuc%,ToTkl,ToTkl%,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,Rec,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%,GPJ,score,Desempenho
417,1163,1164,Asier Illarramendi,ESP,MF,Real Sociedad,La Liga,32,1990,12,6,503,5.6,1,1.43,0.54,37.5,0.13,0.33,19.2,0.0,0.0,0.0,43.6,51.1,85.3,632.3,155.2,25.7,28.6,90.0,14.3,16.3,87.9,2.5,3.75,66.7,0.0,0.54,3.21,0.18,0.0,3.39,51.1,48.0,3.04,2.14,0.0,0.36,0.36,0.89,0.0,0.0,0.0,0.0,43.6,0.0,0.89,1.79,1.61,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.21,1.43,1.25,1.61,0.36,1.96,3.93,50.0,1.96,2.68,1.07,1.61,1.79,5.0,2.14,0.0,67.0,4.11,17.7,35.4,14.5,1.25,67.0,0.36,0.36,100.0,0.0,0.0,34.3,156.3,71.8,0.89,1.79,0.18,1.61,0.18,40.5,1.96,0.54,0.0,0.0,2.14,1.61,0.0,0.36,1.43,0.0,0.0,0.0,5.89,0.71,0.89,44.4,0.08333333333333333,49.5,Mediano
793,2184,2185,Fede San Emeterio,ESP,MF,C�diz,La Liga,25,1997,17,13,972,10.8,0,0.28,0.0,0.0,0.0,0.0,17.5,0.0,0.0,0.0,27.6,34.9,79.0,466.2,125.6,13.7,15.8,86.5,10.8,12.8,84.8,2.31,4.07,56.8,0.0,0.09,2.31,0.09,0.0,1.76,34.9,33.7,0.74,0.74,0.0,0.37,0.09,0.0,0.0,0.0,0.0,0.0,27.6,0.46,0.56,0.46,0.46,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,1.48,0.56,0.65,0.65,0.19,0.56,1.67,33.3,1.11,1.67,0.65,1.02,0.46,1.94,0.83,0.0,41.5,3.24,13.2,25.2,3.43,0.37,41.5,0.19,0.09,50.0,0.0,0.0,21.4,81.6,34.8,0.09,0.46,0.09,0.56,0.28,24.6,0.37,0.46,0.0,0.0,2.78,1.3,0.0,0.09,0.56,0.0,0.0,0.0,3.33,1.11,1.2,48.0,0.0,49.300000000000004,Mediano
225,613,614,Charles De Ketelaere,BEL,MFFW,Milan,Serie A,21,2001,18,6,702,7.8,0,1.54,0.38,25.0,0.0,0.0,13.5,0.0,0.0,0.0,22.7,29.9,76.0,325.9,110.0,12.9,16.7,77.7,7.56,9.1,83.1,1.15,1.67,69.2,0.13,2.05,2.31,1.67,0.0,4.49,29.9,28.5,1.41,0.13,0.26,0.26,0.9,0.26,0.0,0.0,0.0,0.0,22.7,0.0,0.9,4.1,3.72,0.0,0.26,0.0,0.13,0.0,0.26,0.26,0.0,0.0,0.0,0.0,0.0,1.41,0.64,0.38,0.9,0.13,0.9,2.05,43.8,1.15,0.9,0.13,0.77,0.38,1.79,0.13,0.0,41.3,0.38,3.72,18.5,19.9,5.13,41.3,3.85,2.05,53.3,1.15,30.0,23.1,165.1,93.7,3.72,2.18,0.9,2.18,1.92,26.9,4.87,0.26,0.0,0.0,1.28,1.15,0.13,0.9,0.64,0.0,0.0,0.0,5.0,1.67,2.31,41.9,0.0,49.3,Mediano
670,1883,1884,Ante Palaversa,CRO,MF,Troyes,Ligue 1,22,2000,1,0,10,0.1,1,10.0,10.0,100.0,1.0,1.0,5.2,0.0,0.0,0.0,60.0,70.0,85.7,1270.0,150.0,10.0,10.0,100.0,20.0,20.0,100.0,20.0,30.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,70.0,60.0,10.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,0.0,0.0,100.0,10.0,20.0,50.0,30.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,60.0,230.0,30.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1.0,49.0,Mediano
336,947,948,Saman Ghoddos,IRN,MFFW,Brentford,Premier League,29,1993,9,0,90,1.0,0,1.0,1.0,100.0,0.0,0.0,19.2,0.0,0.0,0.0,35.0,48.0,72.9,517.0,176.0,20.0,22.0,90.9,13.0,17.0,76.5,2.0,8.0,25.0,0.0,1.0,2.0,0.0,0.0,5.0,48.0,44.0,4.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,35.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,50.0,1.0,3.0,1.0,2.0,3.0,4.0,2.0,0.0,63.0,7.0,20.0,27.0,19.0,1.0,63.0,2.0,0.0,0.0,2.0,100.0,25.0,65.0,33.0,0.0,1.0,0.0,3.0,0.0,24.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,19.0,2.0,3.0,40.0,0.0,49.0,Mediano
796,2190,2191,Antonio S�nchez,ESP,MF,Mallorca,La Liga,26,1997,18,7,639,7.1,0,1.41,0.7,50.0,0.0,0.0,22.9,0.0,0.0,0.0,28.7,37.9,75.8,513.5,112.5,13.4,16.3,81.9,10.8,13.2,81.9,3.52,4.93,71.4,0.0,0.42,2.39,0.56,0.28,3.52,37.9,35.8,1.97,0.14,0.0,0.7,2.25,0.85,0.14,0.14,0.0,0.0,28.7,0.14,1.13,1.83,1.13,0.0,0.14,0.28,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.7,0.56,0.42,0.14,0.42,1.97,21.4,1.55,1.27,0.0,1.27,1.27,2.39,0.56,0.14,50.7,0.56,8.59,25.5,17.6,1.97,50.7,2.54,1.27,50.0,1.27,50.0,32.7,216.5,83.2,2.25,2.25,0.28,2.68,2.25,33.9,5.35,0.56,0.0,0.0,2.11,1.55,0.0,2.25,0.7,0.14,0.14,0.0,7.04,0.56,0.99,36.4,0.0,48.920000000000016,Mediano
193,512,513,Alexis Claude-Maurice,FRA,MFFW,Lens,Ligue 1,24,1998,13,4,448,5.0,2,1.8,0.8,44.4,0.22,0.5,18.0,0.0,0.0,0.0,30.0,36.0,83.3,401.2,77.8,18.8,21.2,88.7,8.8,10.8,81.5,1.0,1.6,62.5,0.4,1.2,2.8,1.2,0.0,4.2,36.0,35.6,0.2,0.0,0.2,0.0,1.2,0.0,0.2,0.2,0.0,0.0,30.0,0.2,0.8,2.6,1.6,0.2,0.2,0.4,0.0,0.2,0.4,0.4,0.0,0.0,0.0,0.0,0.0,1.8,1.0,1.0,0.6,0.2,0.8,1.4,57.1,0.6,0.8,0.0,0.8,0.2,2.0,0.2,0.0,49.0,1.0,6.0,24.4,19.4,3.6,49.0,4.0,1.2,30.0,2.2,55.0,38.2,224.8,87.6,1.8,1.0,0.8,2.6,1.6,39.0,7.6,0.0,0.0,0.0,1.0,2.4,0.0,1.2,1.0,0.0,0.0,0.0,3.4,0.6,0.4,60.0,0.15384615384615385,48.79999999999999,Mediano
772,2128,2129,Nicol� Rovella,ITA,MF,Monza,Serie A,21,2001,12,10,879,9.8,0,0.92,0.1,11.1,0.0,0.0,27.0,0.0,0.0,0.0,67.8,76.8,88.2,1284.9,315.8,27.6,29.8,92.5,30.3,33.0,92.0,9.08,11.8,76.7,0.0,1.43,7.04,0.92,0.2,6.02,76.8,73.0,3.57,2.86,0.0,1.43,1.73,0.31,0.41,0.0,0.31,0.0,67.8,0.31,0.82,3.16,3.06,0.1,0.0,0.0,0.0,0.0,0.31,0.31,0.0,0.0,0.0,0.0,0.0,2.14,1.53,1.22,0.82,0.1,0.71,1.43,50.0,0.71,1.33,0.1,1.22,2.04,4.18,0.61,0.0,86.4,2.04,18.5,53.2,15.8,0.41,86.4,0.51,0.2,40.0,0.31,60.0,54.4,277.6,138.2,1.33,2.55,0.1,1.02,0.41,64.5,0.92,0.2,0.1,0.0,1.33,1.12,0.0,1.73,1.53,0.0,0.0,0.0,7.14,0.41,0.41,50.0,0.0,48.79,Mediano
332,941,942,Denis Genreau,AUS,MFFW,Toulouse,Ligue 1,23,1999,8,0,95,1.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2,40.9,44.4,250.0,140.0,10.0,19.1,52.4,5.45,12.7,42.9,0.91,1.82,50.0,0.0,1.82,0.91,0.91,0.0,5.45,40.9,40.0,0.91,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,18.2,0.0,6.36,2.73,1.82,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,3.64,1.82,5.45,1.82,1.82,5.45,33.3,3.64,3.64,0.0,3.64,1.82,10.9,3.64,0.0,61.8,7.27,18.2,30.0,13.6,1.82,61.8,0.91,0.0,0.0,0.91,100.0,27.3,192.7,95.5,3.64,0.91,0.0,1.82,0.0,24.5,0.91,1.82,0.0,0.0,2.73,0.0,0.91,0.91,3.64,0.0,0.0,0.0,10.0,1.82,2.73,40.0,0.0,48.71,Mediano
51,128,129,Santiago Ascac�bar,ARG,MF,Cremonese,Serie A,25,1997,13,7,727,8.1,0,1.73,0.37,21.4,0.0,0.0,27.2,0.0,0.0,0.0,44.2,53.7,82.3,753.1,270.2,22.5,25.6,87.9,16.7,17.9,93.1,4.2,6.91,60.7,0.0,0.99,6.17,0.86,0.25,5.06,53.7,50.9,2.59,1.36,0.0,0.49,0.62,0.62,0.62,0.0,0.37,0.0,44.2,0.25,1.11,3.09,2.1,0.12,0.0,0.86,0.0,0.0,0.37,0.12,0.0,0.0,0.25,0.0,0.0,3.7,1.73,2.22,1.23,0.25,1.85,3.95,46.9,2.1,1.73,0.25,1.48,1.6,5.31,1.36,0.0,68.4,3.21,22.0,34.6,12.3,0.49,68.4,1.11,0.49,44.4,0.49,44.4,31.4,120.5,54.6,0.12,0.37,0.0,0.99,0.49,38.8,0.74,0.12,0.0,0.0,1.36,1.11,0.0,0.62,1.73,0.0,0.0,0.0,7.65,1.23,2.47,33.3,0.0,48.679999999999986,Mediano
701,1945,1946,Carles P�rez,ESP,MFFW,Celta Vigo,La Liga,24,1998,19,9,858,9.5,0,2.21,0.53,23.8,0.0,0.0,21.7,0.0,0.0,0.0,23.1,27.8,83.0,337.9,54.9,12.7,14.6,87.1,8.0,9.16,87.4,1.16,1.89,61.1,0.32,1.16,1.26,0.53,0.11,2.11,27.8,27.1,0.53,0.11,0.0,0.32,1.26,0.11,0.21,0.21,0.0,0.0,23.1,0.21,0.32,2.74,1.89,0.0,0.21,0.53,0.11,0.0,0.42,0.42,0.0,0.0,0.0,0.0,0.0,1.37,0.84,0.42,0.63,0.32,0.63,1.47,42.9,0.84,1.37,0.21,1.16,0.21,1.58,0.53,0.0,40.3,0.63,3.68,15.1,22.0,3.26,40.3,2.53,0.74,29.2,1.37,54.2,27.2,215.3,111.3,3.58,2.84,1.79,2.63,1.37,30.2,6.84,0.21,0.0,0.0,1.47,1.68,0.53,1.26,0.84,0.0,0.0,0.0,3.58,0.32,2.11,13.0,0.0,48.609999999999985,Mediano
156,415,416,Emre Can,GER,MF,Dortmund,Bundesliga,29,1994,14,7,730,8.1,0,0.62,0.0,0.0,0.0,0.0,17.3,0.0,0.0,0.0,55.4,62.2,89.1,971.9,272.1,22.0,24.0,91.8,25.3,26.7,94.9,5.56,7.78,71.4,0.0,0.62,4.44,0.0,0.0,3.83,62.2,60.6,1.48,1.11,0.0,0.49,0.0,0.25,0.0,0.0,0.0,0.0,55.4,0.12,0.49,1.36,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,1.98,0.86,2.1,0.37,1.11,2.1,52.9,0.99,0.86,0.12,0.74,1.23,4.57,2.22,0.0,74.2,4.2,22.6,43.6,8.4,0.86,74.2,1.11,0.37,33.3,0.62,55.6,44.3,226.2,95.7,1.11,0.62,0.12,0.99,0.25,49.6,0.62,0.49,0.0,0.0,1.85,0.99,0.0,0.0,1.98,0.0,0.0,0.0,8.02,1.23,0.74,62.5,0.0,48.59,Mediano
407,1141,1142,Will Hughes,ENG,MF,Crystal Palace,Premier League,27,1995,16,3,376,4.2,0,0.48,0.48,100.0,0.0,0.0,14.3,0.0,0.0,0.0,29.8,40.5,73.5,441.9,148.3,17.4,20.2,85.9,10.0,13.8,72.4,1.67,3.81,43.8,0.0,0.24,2.86,0.71,0.0,3.1,40.5,37.4,2.62,0.95,0.0,0.0,2.38,0.48,0.71,0.24,0.48,0.0,29.8,0.48,1.67,1.19,0.95,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,1.67,1.19,1.9,0.24,1.19,2.38,50.0,1.19,2.14,0.95,1.19,1.9,5.24,0.24,0.0,50.5,3.1,12.6,24.0,14.5,1.43,50.5,0.48,0.0,0.0,0.48,100.0,22.1,118.3,68.1,1.19,0.71,0.24,1.43,0.95,24.5,2.14,0.95,0.0,0.0,2.86,1.19,0.0,2.38,1.67,0.0,0.24,0.0,8.1,0.71,1.19,37.5,0.0,48.33,Mediano
297,829,830,Nabil Fekir,FRA,MF,Betis,La Liga,29,1993,13,10,781,8.7,2,2.18,0.46,21.1,0.05,0.25,20.9,0.8,0.11,0.11,35.2,44.8,78.5,441.7,129.5,20.9,23.9,87.5,8.05,9.54,84.3,1.84,5.06,36.4,0.23,2.18,3.22,1.26,0.11,4.02,44.8,38.6,5.98,2.41,0.11,0.23,4.48,0.23,3.22,1.26,1.61,0.0,35.2,0.23,0.8,5.4,2.99,1.03,0.34,0.11,0.92,0.0,0.57,0.23,0.0,0.11,0.0,0.23,0.0,0.92,0.34,0.34,0.23,0.34,0.23,0.69,33.3,0.46,0.57,0.11,0.46,0.11,1.03,0.0,0.0,56.4,0.11,3.45,24.4,29.0,4.25,56.3,4.02,1.49,37.1,1.72,42.9,37.2,218.4,99.3,4.14,2.18,1.49,3.22,2.07,45.7,6.32,0.46,0.11,0.0,1.95,3.91,0.8,4.48,0.34,0.11,0.0,0.0,2.76,0.8,1.03,43.8,0.15384615384615385,48.29,Mediano
397,1099,1100,Matheus Henrique,BRA,MF,Sassuolo,Serie A,25,1997,13,6,687,7.6,1,1.18,0.79,66.7,0.11,0.17,17.9,0.0,0.0,0.0,40.1,47.0,85.4,689.5,177.8,17.2,19.6,87.9,17.1,18.6,92.2,4.21,5.39,78.0,0.0,1.45,4.61,0.53,0.0,5.13,47.0,45.3,1.71,1.05,0.26,0.26,0.0,0.53,0.13,0.0,0.0,0.0,40.1,0.0,1.18,3.55,2.76,0.13,0.13,0.13,0.26,0.13,0.13,0.13,0.0,0.0,0.0,0.0,0.0,1.32,0.79,0.53,0.66,0.13,0.26,0.39,66.7,0.13,0.53,0.0,0.53,1.05,2.37,0.79,0.0,55.3,1.32,9.74,30.0,16.1,1.18,55.3,2.24,1.32,58.8,0.53,23.5,35.1,198.2,99.9,1.45,2.5,0.13,1.32,0.53,39.2,2.11,0.26,0.0,0.0,0.53,1.45,0.0,0.0,0.79,0.0,0.0,0.0,4.74,0.53,0.66,44.4,0.07692307692307693,48.11000000000001,Mediano
677,1896,1897,Kevin Paredes,USA,MFFW,Wolfsburg,Bundesliga,19,2003,12,1,293,3.3,1,0.61,0.61,100.0,0.5,0.5,15.9,0.0,0.0,0.0,23.9,32.1,74.5,359.4,117.9,12.4,15.5,80.4,8.18,9.7,84.4,1.82,3.33,54.5,0.3,1.82,2.12,2.73,0.61,4.24,32.1,29.4,2.42,0.61,0.0,0.3,2.42,1.82,0.0,0.0,0.0,0.0,23.9,0.3,1.21,4.24,3.64,0.0,0.0,0.0,0.61,0.0,0.61,0.61,0.0,0.0,0.0,0.0,0.0,2.73,1.82,0.91,0.91,0.91,1.82,2.42,75.0,0.61,0.61,0.0,0.61,0.61,3.33,0.91,0.0,40.6,0.61,6.67,16.4,18.2,1.82,40.6,0.91,0.3,33.3,0.61,66.7,25.5,155.2,96.4,3.33,0.91,0.61,1.52,0.3,26.1,4.85,0.3,0.0,0.0,0.91,2.42,0.61,2.42,1.82,0.0,0.0,0.0,6.97,0.61,0.91,40.0,0.08333333333333333,47.75,Mediano
745,2067,2068,Marco Reus,GER,MF,Dortmund,Bundesliga,33,1989,12,9,779,8.7,2,2.07,0.46,22.2,0.11,0.5,14.5,0.23,0.0,0.0,24.0,31.5,76.3,306.4,75.5,13.7,16.6,82.6,7.7,8.97,85.9,0.46,1.72,26.7,0.23,0.8,1.49,0.23,0.0,2.07,31.5,28.7,2.64,1.49,0.0,0.11,1.26,0.11,0.11,0.0,0.0,0.0,24.0,0.11,1.38,2.53,1.95,0.23,0.0,0.34,0.0,0.0,0.23,0.23,0.0,0.0,0.0,0.0,0.0,1.95,1.26,0.69,1.03,0.23,0.23,1.26,18.2,1.03,0.57,0.11,0.46,0.23,2.18,0.46,0.0,41.6,0.92,6.09,19.0,17.1,3.56,41.6,1.26,0.46,36.4,0.69,54.5,24.8,124.3,58.2,2.07,1.61,0.57,2.18,1.03,28.4,4.94,0.23,0.0,0.0,1.49,1.26,0.34,1.26,1.26,0.0,0.0,0.0,3.22,0.46,1.61,22.2,0.16666666666666666,47.68,Mediano
965,2653,2654,Luca Zanimacchia,ITA,MFFW,Cremonese,Serie A,24,1998,15,9,746,8.3,0,2.29,0.48,21.1,0.0,0.0,19.9,0.24,0.0,0.0,25.7,37.6,68.3,389.2,112.3,14.7,18.7,78.7,8.19,12.3,66.7,2.17,4.46,48.6,0.0,1.57,1.45,1.45,0.24,3.13,37.6,32.7,4.82,0.96,0.0,0.12,5.54,0.24,2.53,1.08,1.2,0.0,25.7,0.12,1.08,4.1,2.29,0.72,0.24,0.36,0.24,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.53,1.57,1.33,0.72,0.48,0.96,2.53,38.1,1.57,1.08,0.0,1.08,1.08,3.61,0.6,0.0,50.1,0.96,6.51,18.8,25.4,3.98,50.1,1.69,0.6,35.7,0.96,57.1,25.1,163.4,71.7,2.65,2.41,0.96,2.41,1.45,29.2,8.43,0.24,0.0,0.0,1.08,1.2,0.24,5.54,1.57,0.12,0.0,0.0,5.78,0.36,1.2,23.1,0.0,47.67,Mediano
896,2489,2490,Chimuanya Ugochukwu,FRA,MF,Rennes,Ligue 1,18,2004,14,8,823,9.1,0,0.33,0.11,33.3,0.0,0.0,21.0,0.0,0.0,0.0,41.2,48.0,85.8,782.4,167.7,15.3,18.5,82.7,20.2,21.9,92.5,5.05,6.04,83.6,0.0,0.0,2.97,0.11,0.0,3.74,48.0,46.9,1.1,1.1,0.0,0.33,0.22,0.0,0.0,0.0,0.0,0.0,41.2,0.0,0.88,0.55,0.44,0.0,0.0,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,2.86,1.32,0.99,1.65,0.22,1.21,1.76,68.8,0.55,1.54,0.66,0.88,1.43,4.29,0.77,0.0,57.9,2.09,13.0,40.4,5.05,0.33,57.9,1.1,0.77,70.0,0.33,30.0,44.6,248.6,101.1,0.44,0.99,0.0,0.55,0.88,40.1,0.99,0.11,0.11,0.0,1.87,0.66,0.0,0.22,1.32,0.0,0.0,0.0,5.93,1.21,0.33,78.6,0.0,47.65,Mediano
235,643,644,Leander Dendoncker,BEL,MF,Aston Villa,Premier League,27,1995,12,3,341,3.8,0,0.26,0.0,0.0,0.0,0.0,23.2,0.0,0.0,0.0,33.9,38.9,87.2,526.1,103.4,17.4,18.7,93.0,13.4,15.0,89.5,1.58,2.63,60.0,0.0,1.32,2.37,0.0,0.0,2.63,38.9,37.9,1.05,0.79,0.0,0.0,0.53,0.26,0.0,0.0,0.0,0.0,33.9,0.0,1.05,1.84,1.32,0.0,0.0,0.26,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89,1.05,2.11,0.53,0.26,1.84,3.16,58.3,1.32,2.63,0.53,2.11,1.58,4.47,1.58,0.0,50.5,2.89,14.2,28.7,7.63,1.05,50.5,1.05,0.53,50.0,0.53,50.0,22.1,100.0,45.5,0.26,1.05,0.0,1.32,0.26,27.1,0.26,0.0,0.0,0.0,0.26,0.0,0.0,0.53,1.05,0.0,0.0,0.0,5.26,1.32,1.58,45.5,0.0,47.54,Mediano
672,1889,1890,Emerson Palmieri,ITA,DFMF,West Ham,Premier League,28,1994,11,7,547,6.1,1,1.15,0.49,42.9,0.14,0.33,14.4,0.0,0.0,0.0,36.2,46.1,78.6,503.1,162.1,23.1,24.9,92.8,9.67,13.0,74.7,1.97,3.77,52.2,0.0,0.98,2.46,1.15,0.33,3.44,46.1,41.1,4.75,0.33,0.0,0.0,2.46,4.43,0.0,0.0,0.0,0.0,36.2,0.16,1.8,2.62,2.3,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.82,0.66,0.82,0.0,0.66,1.31,50.0,0.66,1.15,0.0,1.15,0.98,2.46,1.97,0.0,56.4,2.95,13.6,25.6,18.0,2.62,56.4,1.8,0.49,27.3,0.82,45.5,23.9,162.1,95.1,3.61,2.13,0.49,0.66,0.66,35.4,4.92,0.16,0.0,0.0,1.15,0.82,0.0,2.46,0.82,0.0,0.0,0.0,4.1,1.64,0.49,76.9,0.09090909090909091,47.480000000000004,Mediano
540,1509,1510,Ainsley Maitland-Niles,ENG,MFDF,Southampton,Premier League,25,1997,11,6,634,7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.6,42.4,81.5,571.3,192.0,16.9,19.4,86.8,13.4,15.6,86.2,3.43,5.43,63.2,0.0,0.86,4.0,0.86,0.43,3.86,42.4,39.6,2.86,0.29,0.14,0.29,0.86,2.57,0.0,0.0,0.0,0.0,34.6,0.0,0.57,1.71,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71,1.57,1.0,1.57,0.14,1.57,2.0,78.6,0.43,1.71,0.14,1.57,1.29,4.0,2.43,0.0,54.1,4.0,17.6,28.3,9.0,0.57,54.1,0.57,0.57,100.0,0.0,0.0,22.0,112.3,46.9,0.57,0.57,0.14,0.86,0.71,30.4,1.29,0.43,0.0,0.0,0.57,0.57,0.0,0.86,1.57,0.0,0.0,0.0,5.71,1.0,0.86,53.8,0.0,47.42,Mediano
467,1327,1328,Mateo Kova?i?,CRO,MF,Chelsea,Premier League,28,1994,15,7,835,9.3,0,1.29,0.0,0.0,0.0,0.0,25.6,0.0,0.0,0.0,57.7,68.9,83.8,951.9,291.3,28.4,32.3,88.0,23.5,26.2,89.8,3.87,6.77,57.1,0.11,1.08,8.39,1.29,0.11,8.17,68.9,67.5,1.4,1.18,0.65,0.75,0.22,0.22,0.0,0.0,0.0,0.0,57.7,0.0,1.18,3.01,2.58,0.11,0.0,0.32,0.0,0.0,0.22,0.22,0.0,0.0,0.0,0.0,0.0,1.94,1.29,0.75,0.97,0.22,0.86,1.29,66.7,0.43,0.54,0.11,0.43,1.29,3.23,0.97,0.0,78.7,1.83,14.0,50.1,15.3,0.32,78.7,0.97,0.22,22.2,0.54,55.6,50.5,308.4,141.0,2.15,1.94,0.11,1.4,1.29,60.8,1.08,0.32,0.0,0.0,1.08,0.54,0.0,0.22,1.29,0.0,0.0,0.0,6.34,0.43,0.75,36.4,0.0,47.35,Mediano
959,2645,2646,Warren Zaire-Emery,FRA,MF,Paris S-G,Ligue 1,16,2006,11,2,260,2.9,2,1.38,1.03,75.0,0.5,0.67,14.0,0.0,0.0,0.0,51.0,57.6,88.6,642.8,143.8,34.5,38.3,90.1,14.8,15.9,93.5,0.34,0.34,100.0,0.0,0.0,4.48,0.34,0.0,3.79,57.6,57.2,0.34,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,1.38,1.03,0.69,0.0,0.0,0.34,0.0,0.0,0.34,0.34,0.0,0.0,0.0,0.0,0.0,1.72,0.69,0.0,1.72,0.0,0.69,2.76,25.0,2.07,1.03,0.0,1.03,1.72,3.45,0.69,0.0,70.0,1.38,8.97,46.6,15.9,1.72,70.0,4.48,1.38,30.8,2.76,61.5,57.9,366.9,162.4,3.45,2.41,0.69,1.38,1.38,55.2,3.79,0.0,0.0,0.0,0.34,0.69,0.34,0.0,0.69,0.0,0.0,0.0,5.52,0.34,2.07,14.3,0.18181818181818182,47.32,Mediano
119,307,308,Jeremie Boga,CIV,MFFW,Atalanta,Serie A,26,1997,12,3,393,4.4,1,1.82,0.45,25.0,0.13,0.5,19.0,0.0,0.0,0.0,41.4,51.6,80.2,613.6,175.5,23.9,28.6,83.3,11.1,13.2,84.5,3.64,5.45,66.7,1.14,5.0,2.05,3.18,0.91,5.91,51.6,46.1,5.23,0.91,0.45,0.0,5.0,1.14,3.18,2.27,0.23,0.0,41.4,0.23,0.68,7.5,4.32,1.82,0.91,0.0,0.23,0.23,1.36,1.14,0.0,0.0,0.0,0.0,0.23,0.68,0.45,0.45,0.0,0.23,0.23,0.68,33.3,0.45,0.68,0.0,0.68,0.0,0.68,0.0,0.0,66.1,0.0,4.55,24.3,38.2,4.55,66.1,8.18,3.64,44.4,3.18,38.9,45.2,418.4,221.6,7.5,6.36,2.5,4.32,0.68,53.6,9.77,0.0,0.0,0.0,0.68,2.27,0.0,5.0,0.45,0.0,0.0,0.0,3.41,0.68,0.68,50.0,0.08333333333333333,46.95,Mediano
