,_c0,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,Sw,PasCrs,TI,CK,CkIn,CkOut,CkStr,PasCmp,PasOff,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,ToAtt,ToSuc,ToSuc%,ToTkl,ToTkl%,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,Rec,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%,GPJ,score,Desempenho
85,219,220,Cyrille Bayala,BFA,MF,Ajaccio,Ligue 1,26,1996,22,16,1266,14.1,1,1.06,0.35,33.3,0.07,0.2,16.5,0.0,0.0,0.0,18.4,30.6,60.3,278.2,105.3,10.4,14.0,74.2,5.96,9.93,60.0,1.13,3.33,34.0,0.07,0.71,2.13,0.5,0.14,3.4,30.6,28.5,1.99,0.07,0.28,0.0,2.13,1.91,0.0,0.0,0.0,0.0,18.4,0.07,1.49,1.84,1.21,0.07,0.07,0.07,0.21,0.21,0.14,0.07,0.0,0.0,0.0,0.0,0.07,2.77,1.99,0.92,0.85,0.99,1.21,2.13,56.7,0.92,0.92,0.14,0.78,1.13,3.9,0.64,0.0,43.3,0.71,6.1,18.9,19.1,2.13,43.3,2.55,0.78,30.6,1.49,58.3,28.1,189.9,75.7,2.48,1.77,0.64,2.62,1.7,25.5,5.39,0.21,0.0,0.0,1.42,1.06,0.28,2.13,1.99,0.0,0.0,0.0,6.45,1.99,2.41,45.2,0.045454545454545456,79.91,Bom
350,982,983,Joan Gonz�lez,ESP,MF,Lecce,Serie A,21,2002,22,19,1598,17.8,1,0.79,0.17,21.4,0.07,0.33,15.7,0.0,0.0,0.0,23.0,30.4,75.6,362.8,99.0,11.5,14.4,79.7,8.71,10.1,86.1,1.69,3.43,49.2,0.17,0.73,2.75,0.39,0.17,2.75,30.4,28.9,1.46,0.34,0.11,0.28,1.12,0.39,0.0,0.0,0.0,0.0,23.0,0.06,0.62,1.74,1.24,0.0,0.06,0.17,0.22,0.06,0.17,0.11,0.0,0.0,0.0,0.0,0.06,1.97,1.07,0.9,0.73,0.34,0.73,1.91,38.2,1.18,1.57,0.28,1.29,0.67,2.64,1.29,0.0,43.0,2.08,9.94,22.1,11.6,1.4,43.0,2.13,0.56,26.3,1.24,57.9,21.6,108.4,41.8,0.67,0.67,0.28,1.91,1.07,25.0,2.53,0.28,0.0,0.0,1.57,2.08,0.06,1.12,1.07,0.0,0.0,0.06,5.62,1.29,2.3,35.9,0.045454545454545456,79.87,Bom
846,2336,2337,Djibril Sow,SUI,MF,Eint Frankfurt,Bundesliga,26,1997,19,17,1529,17.0,2,0.76,0.24,30.8,0.15,0.5,26.4,0.0,0.0,0.0,45.4,53.4,85.0,760.8,242.6,20.3,22.8,89.1,20.9,23.4,89.7,2.94,4.24,69.4,0.0,0.65,4.24,0.71,0.06,6.41,53.4,51.5,1.41,1.18,0.18,0.06,0.18,0.12,0.0,0.0,0.0,0.0,45.4,0.41,0.82,1.76,1.35,0.0,0.12,0.12,0.06,0.12,0.12,0.06,0.0,0.06,0.0,0.0,0.0,1.76,0.94,0.59,1.06,0.12,0.82,1.47,56.0,0.65,0.82,0.24,0.59,1.18,2.94,1.0,0.0,62.3,2.12,13.6,40.4,8.76,0.76,62.3,0.59,0.35,60.0,0.12,20.0,37.5,164.5,77.8,0.94,1.18,0.12,0.71,0.59,40.9,0.88,0.24,0.0,0.0,1.06,1.47,0.0,0.18,0.94,0.0,0.0,0.0,7.24,0.82,1.12,42.4,0.10526315789473684,79.83999999999999,Bom
122,311,312,Giacomo Bonaventura,ITA,MF,Fiorentina,Serie A,33,1989,18,16,1335,14.8,3,2.36,0.61,25.7,0.09,0.33,20.5,0.07,0.0,0.0,36.4,43.8,83.0,577.1,129.5,18.7,20.9,89.6,13.4,15.4,86.8,2.64,4.19,62.9,0.0,1.22,2.57,1.42,0.27,4.8,43.8,42.0,1.82,0.95,0.2,0.14,1.82,0.27,0.2,0.0,0.2,0.0,36.4,0.0,1.08,3.18,2.09,0.2,0.2,0.34,0.34,0.0,0.27,0.2,0.0,0.0,0.0,0.07,0.0,1.82,1.28,0.74,0.81,0.27,1.22,1.69,72.0,0.47,0.61,0.0,0.61,0.95,2.77,0.27,0.07,54.5,0.68,7.09,27.8,20.8,2.97,54.5,2.16,0.95,43.8,0.61,28.1,34.9,196.4,103.2,2.7,2.97,0.41,1.08,1.28,39.2,4.12,0.2,0.0,0.0,0.95,2.16,0.14,1.82,1.28,0.07,0.0,0.0,6.89,0.61,0.81,42.9,0.16666666666666666,79.83,Bom
734,2037,2038,Jacob Ramsey,ENG,MF,Aston Villa,Premier League,21,2001,18,15,1236,13.7,2,0.88,0.51,58.3,0.17,0.29,19.2,0.0,0.0,0.0,30.3,36.6,82.7,424.8,104.8,18.2,20.8,87.4,9.2,10.8,85.1,1.53,2.12,72.4,0.15,1.24,3.28,0.8,0.0,3.87,36.6,36.2,0.15,0.15,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,30.3,0.29,0.8,2.77,2.26,0.0,0.07,0.07,0.29,0.07,0.22,0.15,0.0,0.0,0.0,0.07,0.0,2.85,1.82,1.09,1.31,0.44,1.02,1.97,51.9,0.95,2.34,0.36,1.97,1.09,3.94,0.95,0.0,49.6,1.9,8.69,26.4,15.2,2.26,49.6,1.46,0.44,30.0,0.51,35.0,28.6,171.2,82.8,2.92,1.97,0.58,2.63,1.24,32.3,4.23,0.29,0.0,0.0,1.09,1.9,0.07,0.58,1.82,0.0,0.0,0.07,5.26,0.66,1.53,30.0,0.1111111111111111,79.47,Bom
841,2327,2328,Tom� Sou?ek,CZE,MF,West Ham,Premier League,27,1995,22,18,1655,18.4,1,1.03,0.33,31.6,0.05,0.17,11.4,0.0,0.0,0.0,25.1,34.3,72.9,427.0,128.3,11.9,15.6,76.3,9.57,12.2,78.2,2.61,3.86,67.6,0.05,0.49,2.39,0.33,0.16,3.04,34.3,33.9,0.43,0.43,0.0,0.33,0.49,0.0,0.0,0.0,0.0,0.0,25.1,0.0,0.98,1.96,1.58,0.0,0.0,0.33,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,2.93,1.41,1.68,1.14,0.11,0.98,1.96,50.0,0.98,1.58,0.65,0.92,1.58,4.51,1.96,0.05,46.0,3.75,15.1,22.0,8.91,2.45,46.0,0.43,0.11,25.0,0.22,50.0,18.9,69.2,25.1,0.43,0.38,0.0,0.76,0.71,26.1,1.68,0.05,0.0,0.0,1.52,0.6,0.05,0.49,1.41,0.0,0.0,0.0,4.29,3.26,2.45,57.1,0.045454545454545456,79.46,Bom
146,389,390,Mois�s Caicedo,ECU,MF,Brighton,Premier League,21,2001,20,19,1729,19.2,1,0.73,0.26,35.7,0.07,0.2,23.7,0.0,0.0,0.0,54.1,61.4,88.2,850.0,225.5,28.5,31.1,91.5,19.8,21.9,90.3,4.17,4.95,84.2,0.05,1.2,4.69,1.3,0.21,6.46,61.4,61.0,0.31,0.16,0.36,0.31,0.47,0.16,0.0,0.0,0.0,0.0,54.1,0.0,0.99,2.24,2.14,0.0,0.0,0.1,0.0,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,2.97,1.46,1.04,1.46,0.47,1.2,1.72,69.7,0.52,0.94,0.1,0.83,1.61,4.58,0.99,0.1,71.2,2.76,16.1,40.3,15.8,0.83,71.2,0.99,0.42,42.1,0.57,57.9,41.9,176.4,78.7,0.83,0.83,0.21,1.15,0.89,51.8,1.56,0.31,0.0,0.0,2.03,1.3,0.0,0.47,1.46,0.0,0.0,0.0,6.67,1.2,0.68,63.9,0.05,79.44999999999999,Bom
680,1899,1900,Daniel Parejo,ESP,MF,Villarreal,La Liga,33,1989,20,20,1755,19.5,1,0.72,0.26,35.7,0.0,0.0,27.3,0.26,0.05,0.05,58.8,69.1,85.2,1094.6,356.3,25.2,26.8,94.1,24.5,27.5,88.8,7.69,12.1,63.8,0.15,1.38,8.1,1.28,0.15,7.38,69.1,59.7,9.03,4.67,0.26,0.67,4.72,0.21,4.15,1.59,1.38,0.1,58.8,0.31,0.62,2.87,2.15,0.72,0.0,0.0,0.0,0.0,0.36,0.26,0.1,0.0,0.0,0.0,0.0,1.74,0.97,0.77,0.51,0.46,0.56,1.69,33.3,1.13,1.08,0.41,0.67,0.72,2.46,1.03,0.05,77.1,3.03,15.1,44.0,18.7,0.26,77.0,0.82,0.51,62.5,0.26,31.3,42.1,182.1,91.8,1.03,1.44,0.0,0.92,0.77,52.8,0.97,0.1,0.0,0.0,0.72,1.95,0.0,4.72,0.97,0.0,0.0,0.0,6.41,0.36,0.46,43.8,0.05,79.35,Bom
306,862,863,Alexis Flips,FRA,DFMF,Reims,Ligue 1,23,2000,17,14,1011,11.2,2,2.59,0.89,34.5,0.07,0.2,23.4,0.27,0.0,0.0,31.0,47.0,66.0,556.3,236.5,14.5,17.4,83.1,11.7,16.6,70.4,4.02,9.2,43.7,0.27,2.32,2.86,1.96,0.98,4.02,47.0,37.6,9.11,2.23,0.27,0.18,6.43,4.2,2.5,0.71,1.34,0.0,31.0,0.27,1.61,4.2,2.77,0.71,0.09,0.45,0.0,0.18,0.36,0.36,0.0,0.0,0.0,0.0,0.0,2.41,1.43,0.8,0.98,0.63,1.16,2.77,41.9,1.61,1.61,0.36,1.25,1.61,4.02,0.89,0.0,60.1,2.32,13.8,24.8,22.2,2.05,60.1,1.79,0.54,30.0,1.07,60.0,37.7,188.9,84.0,0.98,1.7,0.18,2.14,0.98,32.1,6.25,0.09,0.09,0.0,0.98,0.89,0.18,6.43,1.43,0.0,0.0,0.0,7.41,0.54,1.34,28.6,0.11764705882352941,79.33,Bom
99,255,256,Isma�l Bennacer,ALG,MF,Milan,Serie A,25,1997,19,16,1413,15.7,1,0.45,0.13,28.6,0.14,0.5,27.6,0.13,0.0,0.0,55.2,64.1,86.2,994.6,283.6,23.8,25.6,92.8,21.7,23.7,91.4,7.64,11.3,67.4,0.06,2.29,5.8,1.21,0.19,6.31,64.1,58.7,5.22,3.06,0.19,0.45,2.93,0.25,1.78,0.57,1.08,0.0,55.2,0.13,0.96,4.39,3.06,0.96,0.06,0.06,0.19,0.06,0.13,0.06,0.0,0.0,0.06,0.0,0.0,3.06,1.53,1.46,1.53,0.06,1.53,1.97,77.4,0.45,0.76,0.38,0.38,1.15,4.2,0.64,0.06,74.6,1.4,14.4,47.8,13.7,0.38,74.6,2.29,1.15,50.0,0.64,27.8,42.7,231.7,93.9,1.21,1.34,0.19,1.66,1.08,47.0,1.59,0.32,0.0,0.0,1.78,1.34,0.06,2.93,1.53,0.0,0.0,0.0,9.55,1.08,1.02,51.5,0.05263157894736842,79.31,Bom
703,1952,1953,Ivan Peri�i?,CRO,DFMF,Tottenham,Premier League,34,1989,23,16,1420,15.8,0,0.95,0.19,20.0,0.0,0.0,13.5,0.06,0.0,0.0,31.1,48.0,64.8,549.7,160.8,15.2,18.8,80.8,10.8,16.5,65.5,4.18,9.18,45.5,0.32,2.03,1.14,1.65,1.14,2.66,48.0,38.1,9.68,0.57,0.0,0.63,7.97,5.95,3.16,2.91,0.06,0.0,31.1,0.19,1.77,2.97,2.03,0.89,0.0,0.06,0.0,0.0,0.32,0.13,0.19,0.0,0.0,0.0,0.0,1.77,0.89,0.95,0.38,0.44,0.95,1.71,55.6,0.76,1.14,0.13,1.01,1.01,2.78,1.71,0.06,58.0,2.34,13.9,20.1,24.4,3.73,58.0,1.65,0.51,30.8,0.95,57.7,26.3,154.6,79.3,3.8,1.08,1.52,1.65,0.57,31.4,7.78,0.19,0.0,0.0,1.27,0.13,0.25,7.97,0.89,0.0,0.0,0.0,5.0,1.14,1.27,47.4,0.0,78.97000000000001,Bom
867,2398,2399,Florian Tardieu,FRA,MF,Troyes,Ligue 1,30,1992,14,11,1008,11.2,3,0.89,0.18,20.0,0.0,0.0,29.8,0.09,0.27,0.27,58.5,67.4,86.8,1046.7,374.5,27.0,29.0,92.9,21.6,23.8,90.6,7.5,11.3,66.1,0.0,1.52,6.07,0.71,0.18,7.41,67.4,60.5,6.79,3.57,0.0,1.34,3.84,0.36,2.86,1.79,0.63,0.0,58.5,0.09,0.36,4.02,3.13,0.8,0.0,0.09,0.0,0.0,0.36,0.27,0.09,0.0,0.0,0.0,0.0,2.77,1.79,1.7,1.07,0.0,1.07,2.59,41.4,1.52,1.7,0.36,1.34,2.05,4.82,1.34,0.0,77.7,3.21,19.5,44.9,14.1,0.98,77.4,1.07,0.63,58.3,0.27,25.0,58.0,278.6,123.7,1.79,1.96,0.36,1.07,1.07,52.1,1.52,0.18,0.0,0.0,0.98,1.79,0.0,3.84,1.79,0.0,0.0,0.0,7.77,0.63,0.63,50.0,0.21428571428571427,78.77000000000001,Bom
5,15,16,Tyler Adams,USA,MF,Leeds United,Premier League,23,1999,19,19,1706,19.0,0,0.11,0.0,0.0,0.0,0.0,29.4,0.0,0.0,0.0,47.1,57.4,82.0,715.1,220.9,25.7,29.2,87.9,16.8,19.9,84.7,2.84,4.74,60.0,0.0,1.21,4.37,0.63,0.0,5.84,57.4,54.3,3.16,2.47,0.05,0.05,0.11,0.68,0.0,0.0,0.0,0.0,47.1,0.0,1.0,1.84,1.79,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,4.11,2.0,2.05,1.68,0.37,2.21,3.16,70.0,0.95,1.84,0.32,1.53,1.42,5.53,1.16,0.0,69.4,1.53,15.4,43.2,11.3,0.16,69.4,0.89,0.16,17.6,0.58,64.7,35.2,137.1,62.5,0.68,1.0,0.0,1.16,0.68,39.6,0.95,0.26,0.05,0.05,1.74,1.05,0.05,0.11,2.0,0.0,0.0,0.0,8.68,0.89,0.63,58.6,0.0,78.73000000000002,Bom
978,2688,2689,Filip ?uri?i?,SRB,MFFW,Sampdoria,Serie A,31,1992,20,17,1326,14.7,2,1.16,0.48,41.2,0.12,0.29,19.4,0.0,0.0,0.0,23.5,30.9,76.0,386.9,94.7,12.3,14.6,84.2,8.16,9.86,82.8,2.24,3.47,64.7,0.0,1.84,2.24,1.16,0.27,3.54,30.9,28.8,1.97,0.68,0.07,0.2,1.56,0.48,0.54,0.0,0.48,0.0,23.5,0.07,1.5,3.47,2.31,0.48,0.14,0.14,0.34,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,1.9,0.88,0.82,0.82,0.27,0.41,0.88,46.2,0.48,0.75,0.14,0.61,0.34,2.24,0.2,0.0,42.0,0.68,5.65,19.6,17.4,1.43,42.0,3.13,1.09,34.8,1.77,56.5,25.0,143.6,68.8,1.77,2.04,0.2,2.72,2.24,28.9,3.2,0.41,0.0,0.0,1.5,2.24,0.0,1.56,0.88,0.0,0.0,0.0,4.97,0.54,0.88,38.1,0.1,78.67,Bom
699,1942,1943,Roberto Pereyra,ARG,DFMF,Udinese,Serie A,32,1991,18,18,1549,17.2,2,1.45,0.52,36.0,0.08,0.22,16.2,0.06,0.0,0.0,35.4,44.4,79.7,539.7,184.1,19.4,21.1,91.7,12.2,15.5,78.3,2.33,3.72,62.5,0.29,1.45,3.08,1.74,0.29,5.58,44.4,40.3,3.95,1.22,0.06,0.35,2.62,2.44,0.23,0.12,0.06,0.0,35.4,0.12,1.45,3.72,3.31,0.0,0.12,0.23,0.06,0.0,0.47,0.47,0.0,0.0,0.0,0.0,0.0,1.28,0.99,0.7,0.47,0.12,0.64,1.34,47.8,0.7,0.76,0.12,0.64,0.7,1.98,0.76,0.0,54.7,1.69,10.9,22.2,22.7,4.36,54.7,3.08,0.99,32.1,1.63,52.8,33.4,201.8,96.5,2.5,1.63,0.64,1.1,0.99,36.9,7.5,0.23,0.0,0.0,0.87,1.45,0.12,2.62,0.99,0.0,0.0,0.0,5.87,0.12,0.23,33.3,0.1111111111111111,78.42,Bom
888,2461,2462,Birama Tour�,MLI,MF,Auxerre,Ligue 1,30,1992,22,22,1963,21.8,0,0.69,0.14,20.0,0.0,0.0,23.5,0.0,0.0,0.05,36.0,44.4,81.0,708.9,207.5,12.9,15.1,85.7,15.1,17.2,87.5,6.42,8.94,71.8,0.0,0.14,3.12,0.37,0.0,3.94,44.4,43.3,1.06,0.87,0.05,0.64,0.41,0.14,0.05,0.0,0.0,0.0,36.0,0.05,0.83,0.96,0.78,0.05,0.0,0.0,0.05,0.09,0.05,0.05,0.0,0.0,0.0,0.0,0.0,1.97,1.06,0.78,0.96,0.23,0.83,2.06,40.0,1.24,1.1,0.14,0.96,2.06,4.04,1.38,0.0,54.0,2.61,14.7,33.1,6.51,0.55,53.9,0.6,0.23,38.5,0.23,38.5,37.0,179.8,65.7,0.41,0.6,0.05,0.83,0.32,32.8,0.78,0.05,0.0,0.0,1.33,0.64,0.0,0.41,1.06,0.0,0.05,0.0,6.65,1.56,1.51,50.7,0.0,78.38,Bom
127,332,333,Mehdi Bourabia,MAR,MF,Spezia,Serie A,31,1991,22,21,1666,18.5,0,0.76,0.11,14.3,0.0,0.0,27.8,0.05,0.0,0.0,33.6,44.1,76.2,536.6,184.1,16.6,20.0,83.0,13.6,16.4,82.8,2.49,5.03,49.5,0.11,1.24,3.57,1.14,0.38,4.0,44.1,41.3,2.49,1.24,0.22,0.16,2.05,0.22,1.03,0.76,0.16,0.0,33.6,0.27,1.08,2.54,1.95,0.27,0.11,0.05,0.05,0.11,0.32,0.32,0.0,0.0,0.0,0.0,0.0,1.78,0.76,0.7,0.86,0.22,0.92,1.51,60.7,0.59,1.35,0.59,0.76,1.24,3.03,1.73,0.0,56.1,3.46,15.9,29.8,11.4,0.43,56.1,2.16,0.86,40.0,1.08,50.0,26.6,119.5,60.1,1.19,1.03,0.16,1.84,0.97,30.5,0.92,0.16,0.0,0.0,1.35,0.81,0.05,2.05,0.76,0.0,0.0,0.0,7.68,0.59,0.76,44.0,0.0,78.37,Bom
572,1591,1592,Nemanja Mati?,SRB,MF,Roma,Serie A,34,1988,22,11,1223,13.6,1,0.59,0.22,37.5,0.13,0.33,17.2,0.0,0.0,0.0,52.4,61.8,84.8,911.5,263.0,23.8,25.4,93.9,21.1,24.5,86.2,5.44,8.6,63.2,0.07,0.88,6.18,0.66,0.07,5.51,61.8,58.3,3.24,3.01,0.07,0.66,0.37,0.15,0.07,0.0,0.0,0.0,52.4,0.29,0.81,2.06,1.84,0.07,0.07,0.07,0.0,0.0,0.29,0.15,0.0,0.07,0.07,0.0,0.0,2.57,1.25,1.32,0.96,0.29,0.96,1.62,59.1,0.66,1.1,0.22,0.88,1.25,3.82,1.18,0.0,71.2,2.5,16.8,45.0,10.5,1.1,71.2,1.03,0.59,57.1,0.29,28.6,42.1,234.4,131.0,2.13,1.91,0.22,1.32,0.81,47.9,0.88,0.15,0.0,0.0,1.03,0.66,0.07,0.37,1.25,0.0,0.0,0.0,8.97,0.74,0.74,50.0,0.045454545454545456,78.22,Bom
537,1502,1503,Yohann Magnin,FRA,MFDF,Clermont Foot,Ligue 1,25,1997,23,18,1661,18.5,0,0.54,0.0,0.0,0.0,0.0,18.6,0.0,0.0,0.0,41.0,49.0,83.7,670.5,202.9,19.1,21.5,89.2,16.3,19.0,85.8,3.41,5.19,65.6,0.0,0.76,3.46,0.49,0.11,4.65,49.0,47.5,1.35,0.7,0.11,0.27,0.7,0.65,0.0,0.0,0.0,0.0,41.0,0.11,1.08,2.05,1.62,0.0,0.05,0.05,0.11,0.22,0.16,0.16,0.0,0.0,0.0,0.0,0.0,3.24,1.95,1.24,1.62,0.38,1.89,3.41,55.6,1.51,1.89,0.54,1.35,1.03,4.27,2.11,0.0,60.9,2.59,15.9,36.5,8.92,1.03,60.9,1.19,0.22,18.2,0.81,68.2,41.6,191.8,73.3,0.49,0.97,0.11,0.81,0.43,38.6,2.49,0.27,0.0,0.0,1.46,1.57,0.16,0.7,1.95,0.0,0.16,0.0,5.41,0.92,1.35,40.5,0.0,78.12,Bom
757,2093,2094,Marc Roca,ESP,MF,Leeds United,Premier League,26,1996,20,19,1461,16.2,1,0.93,0.37,40.0,0.07,0.17,21.8,0.06,0.0,0.0,40.9,53.2,76.8,662.7,267.9,21.0,24.4,86.1,15.1,18.7,80.5,3.33,6.98,47.8,0.06,1.05,6.67,0.68,0.0,7.1,53.2,50.3,2.72,1.6,0.0,0.43,2.28,0.19,0.86,0.49,0.31,0.0,40.9,0.19,0.8,1.54,1.17,0.25,0.0,0.0,0.06,0.06,0.12,0.06,0.0,0.0,0.0,0.06,0.0,2.53,1.67,0.86,1.54,0.12,0.68,2.04,33.3,1.36,1.3,0.43,0.86,1.17,3.7,0.93,0.0,64.0,1.91,13.8,37.7,12.9,1.11,64.0,0.99,0.68,68.8,0.31,31.3,35.2,157.3,83.5,0.99,0.86,0.25,0.93,0.74,40.4,0.93,0.25,0.0,0.0,1.23,0.93,0.0,2.28,1.67,0.0,0.0,0.0,6.05,0.8,0.62,56.5,0.05,78.08,Bom
515,1454,1455,Sean Longstaff,ENG,MF,Newcastle Utd,Premier League,25,1997,22,18,1685,18.7,1,1.07,0.32,30.0,0.05,0.17,16.1,0.0,0.0,0.0,33.4,42.5,78.7,559.9,162.6,16.1,18.9,85.6,13.0,15.3,85.3,3.16,5.35,59.0,0.16,0.96,3.1,0.8,0.21,4.39,42.5,41.1,1.12,0.11,0.32,0.27,1.12,0.05,0.11,0.0,0.0,0.0,33.4,0.21,1.12,2.35,1.76,0.05,0.0,0.32,0.21,0.0,0.21,0.16,0.0,0.0,0.05,0.0,0.0,1.44,0.86,0.43,0.7,0.32,0.7,1.98,35.1,1.28,1.5,0.37,1.12,0.64,2.09,0.96,0.0,52.0,1.76,10.1,27.4,14.8,2.51,52.0,1.02,0.21,21.1,0.75,73.7,25.9,105.9,42.8,0.59,0.43,0.16,1.23,1.07,33.3,4.01,0.11,0.0,0.0,1.02,1.34,0.11,1.12,0.86,0.0,0.0,0.0,5.45,0.91,1.07,45.9,0.045454545454545456,78.07,Bom
600,1675,1676,Aleksei Miranchuk,RUS,MF,Torino,Serie A,27,1995,16,14,1162,12.9,4,1.86,0.78,41.7,0.17,0.4,19.8,0.08,0.0,0.0,28.9,35.7,80.9,458.1,110.9,15.0,16.9,88.5,9.77,11.3,86.3,2.48,4.73,52.5,0.16,2.02,2.56,1.4,0.31,4.42,35.7,34.0,1.55,0.23,0.23,0.16,1.24,0.31,1.01,0.62,0.0,0.0,28.9,0.16,0.7,3.64,3.02,0.16,0.08,0.16,0.23,0.0,0.39,0.31,0.0,0.0,0.0,0.08,0.0,0.39,0.16,0.08,0.23,0.08,0.08,0.31,25.0,0.23,0.47,0.0,0.47,0.08,0.47,0.23,0.0,44.6,0.31,2.48,22.6,19.8,2.33,44.6,1.78,0.54,30.4,0.93,52.2,28.7,158.7,75.2,2.17,2.33,0.39,2.17,1.4,35.7,4.5,0.0,0.0,0.0,0.39,1.4,0.0,1.24,0.16,0.08,0.0,0.0,3.8,0.39,1.09,26.3,0.25,78.06000000000002,Bom
94,244,245,Jean-Ricner Bellegarde,FRA,MF,Strasbourg,Ligue 1,24,1998,19,19,1589,17.7,1,1.19,0.34,28.6,0.05,0.17,22.8,0.34,0.0,0.0,37.6,49.9,75.3,668.4,208.9,16.1,18.9,85.3,15.8,19.3,82.1,4.35,8.93,48.7,0.28,2.09,3.73,1.92,0.96,5.99,49.9,44.7,4.86,1.07,0.23,0.34,5.48,1.24,2.43,0.62,1.75,0.0,37.6,0.28,0.96,3.56,2.43,0.73,0.11,0.06,0.23,0.0,0.4,0.34,0.0,0.0,0.06,0.0,0.0,1.75,0.96,0.73,0.73,0.28,0.34,0.85,40.0,0.51,0.85,0.11,0.73,1.19,2.94,0.96,0.0,62.8,1.36,9.83,32.4,21.7,1.3,62.8,4.07,1.86,45.8,1.41,34.7,44.2,312.8,161.2,3.79,3.56,0.4,2.2,1.64,40.2,4.12,0.17,0.0,0.0,0.9,2.54,0.0,5.48,0.96,0.0,0.06,0.0,6.38,0.79,1.24,38.9,0.05263157894736842,78.06,Bom
755,2089,2090,Lucas Robertone,ARG,MF,Almer�a,La Liga,25,1997,20,19,1487,16.5,1,1.39,0.3,21.7,0.04,0.2,24.6,0.18,0.0,0.0,32.7,42.7,76.6,586.7,201.0,15.3,17.5,87.8,11.5,13.5,84.8,4.61,8.91,51.7,0.18,1.76,3.45,1.33,0.55,4.67,42.7,38.4,4.06,1.82,0.36,0.48,4.36,0.18,2.0,0.79,0.97,0.0,32.7,0.24,0.61,3.7,2.48,0.85,0.0,0.12,0.18,0.06,0.36,0.24,0.12,0.0,0.0,0.0,0.0,1.58,1.03,0.55,0.67,0.36,0.73,1.82,40.0,1.09,1.64,0.24,1.39,1.52,3.09,1.15,0.0,53.6,1.27,9.82,29.5,15.0,1.33,53.6,2.12,0.73,34.3,0.91,42.9,27.6,133.2,67.3,1.21,1.45,0.12,1.58,0.42,34.6,3.58,0.3,0.0,0.0,1.45,2.67,0.18,4.36,1.03,0.0,0.0,0.0,6.36,0.73,1.27,36.4,0.05,77.9,Bom
939,2578,2579,Walace,BRA,MF,Udinese,Serie A,27,1995,21,21,1810,20.1,0,1.09,0.25,22.7,0.0,0.0,24.8,0.0,0.0,0.0,42.5,51.4,82.6,760.9,247.4,18.1,21.1,85.4,18.0,20.3,88.5,5.17,7.36,70.3,0.0,0.45,4.83,0.3,0.1,5.32,51.4,49.3,1.94,1.49,0.0,0.7,0.8,0.25,0.0,0.0,0.0,0.0,42.5,0.2,0.9,1.49,1.19,0.05,0.0,0.15,0.1,0.0,0.15,0.1,0.0,0.0,0.0,0.05,0.0,2.59,1.39,1.24,1.04,0.3,1.14,2.34,48.9,1.19,1.49,0.4,1.09,1.34,3.93,1.39,0.0,63.4,3.28,18.1,37.4,8.51,0.4,63.4,0.8,0.25,31.3,0.45,56.3,36.3,181.2,86.3,1.49,1.04,0.0,1.24,1.09,37.3,1.14,0.2,0.0,0.0,1.14,1.24,0.0,0.8,1.39,0.0,0.0,0.0,9.4,0.7,0.8,46.7,0.0,77.84,Bom
